Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
group_G5_1_0	C0007787	Transient Ischemic Attack	9/50	344/21671	8.14416860296885e-08	2.09697780764292e-05	1.1108026826935e-05	OPTN/BECN1/SGK1/MFN2/PIK3CB/MAP1LC3A/NFKB1/HTRA2/IKBKB	9
group_G5_1_0	C1318485	Liver regeneration disorder	9/50	346/21671	8.55618282615267e-08	2.09697780764292e-05	1.1108026826935e-05	CEBPB/PRKAA1/PSEN1/MAPK3/MAPK14/STK11/STAT1/NFKB1/BCL2L1	9
group_G5_1_0	C0007113	Rectal Carcinoma	10/50	472/21671	1.02857257564333e-07	2.32694764997463e-05	1.23262138619605e-05	HRAS/TSC1/RAB5C/PIK3CB/MAPK3/MAPK14/STK11/NFKB1/BCL2L1/EPAS1	10
group_G5_1_0	C2826323	Refractory Cytopenia of Childhood	8/50	264/21671	1.50484650858219e-07	3.01574889596733e-05	1.59749042253142e-05	TFEB/TFE3/CEBPB/TSC1/PSEN1/MAPK3/MUL1/EPAS1	8
group_G5_1_0	C0279671	Cervical Squamous Cell Carcinoma	9/50	371/21671	1.54664156717158e-07	3.01574889596733e-05	1.59749042253142e-05	HRAS/BECN1/YY1/MFN2/PIK3CB/MAPK3/MAPK14/STAT1/NFKB1	9
group_G5_1_0	C0018800	Cardiomegaly	8/50	267/21671	1.64066583935659e-07	3.01574889596733e-05	1.59749042253142e-05	BECN1/YY1/MFN2/RELA/MAP1LC3A/MAPK3/SRC/STK11	8
group_G5_1_0	C0023470	Myeloid Leukemia	9/50	385/21671	2.11480360723975e-07	3.65861024052478e-05	1.93802435833736e-05	HRAS/BECN1/CEBPB/YY1/PIK3CB/MAPK3/MAPK14/STAT1/NFKB1	9
group_G5_1_0	C0206180	Ki-1+ Anaplastic Large Cell Lymphoma	8/50	300/21671	3.9824627146026e-07	6.50690157980346e-05	3.44680983486073e-05	CEBPB/YY1/PIK3CB/MAPK3/MAPK14/STAT1/NFKB1/BCL2L1	8
group_G5_1_0	C0339143	Thyroid associated opthalmopathies	7/50	211/21671	5.25856980382557e-07	8.13971252265842e-05	4.31173590562983e-05	CEBPB/PRKAA1/PIK3CB/MAPK3/STAT1/NFKB1/IKBKB	7
group_G5_1_0	C0020429	Hyperalgesia	9/50	451/21671	7.95054647519479e-07	0.000111505426837799	5.90662079564567e-05	BECN1/SGK1/MFN2/RELA/PIK3CB/MAP1LC3A/MAPK3/MAPK14/NFKB1	9
group_G5_1_0	C0238462	Medullary carcinoma of thyroid	8/50	330/21671	8.17401902278686e-07	0.000111505426837799	5.90662079564567e-05	HRAS/BECN1/PIK3CB/MAP1LC3A/MAPK3/SRC/STK11/NFKB1	8
group_G5_1_0	C0027055	Myocardial Reperfusion Injury	7/50	226/21671	8.34110639385098e-07	0.000111505426837799	5.90662079564567e-05	BECN1/MFN2/RELA/MAP1LC3A/MAPK3/STAT1/BCL2L1	7
group_G5_1_0	C0023492	Leukemia, T-Cell	9/50	457/21671	8.87208559506703e-07	0.00011344697276127	6.00946758842069e-05	YY1/RELA/PIK3CB/MAPK3/MAPK14/STAT1/NFKB1/IKBKB/BCL2L1	9
group_G5_1_0	C1519680	Tumor Immunity	8/50	337/21671	9.56896332811784e-07	0.000113918348778506	6.03443712994823e-05	CEBPB/PIK3CB/PIM2/RB1CC1/MAPK3/STK11/IKBKB/EPAS1	8
group_G5_1_0	C0235031	Neurologic Symptoms	7/50	233/21671	1.0230411999571e-06	0.000113918348778506	6.03443712994823e-05	TSC1/MFN2/PSEN1/PIK3CB/STAT1/NPC1/AP3B1	7
group_G5_1_0	C0158266	Intervertebral Disc Degeneration	8/50	342/21671	1.06856599480795e-06	0.000113918348778506	6.03443712994823e-05	TFEB/BECN1/RELA/RAB7A/PIK3CB/MAPK3/MAPK14/EPAS1	8
group_G5_1_0	C2347748	Adult Erythroleukemia	7/50	236/21671	1.11435015060171e-06	0.000113918348778506	6.03443712994823e-05	HRAS/BECN1/RELA/PIK3CB/MAPK3/STAT1/EPAS1	7
group_G5_1_0	C4520840	Erythroleukemia (Erythroid/Myeloid)	7/50	237/21671	1.14626537826175e-06	0.000113918348778506	6.03443712994823e-05	HRAS/BECN1/RELA/PIK3CB/MAPK3/STAT1/EPAS1	7
group_G5_1_0	C0278764	Adult Burkitt Lymphoma	9/50	475/21671	1.22141719787387e-06	0.000113918348778506	6.03443712994823e-05	TFE3/YY1/TSC1/PMAIP1/PIK3CB/MAPK3/MAPK14/NFKB1/NPC1	9
group_G5_1_0	C0334463	Malignant Fibrous Histiocytoma	6/50	150/21671	1.22959089489839e-06	0.000113918348778506	6.03443712994823e-05	HRAS/PIK3CB/MAPK14/SRC/STAT1/EPAS1	6
group_G5_1_0	C0278879	Childhood Burkitt Lymphoma	9/50	477/21671	1.26453118961954e-06	0.000113918348778506	6.03443712994823e-05	TFE3/YY1/TSC1/PMAIP1/PIK3CB/MAPK3/MAPK14/NFKB1/NPC1	9
group_G5_1_0	C1868683	B-CELL MALIGNANCY, LOW-GRADE	8/50	350/21671	1.27037237427027e-06	0.000113918348778506	6.03443712994823e-05	HRAS/RELA/PIK3CB/PIM2/MAPK14/STAT1/NFKB1/BCL2L1	8
group_G5_1_0	C0544886	Somatic mutation	6/50	151/21671	1.2782405677289e-06	0.000113918348778506	6.03443712994823e-05	TFE3/HRAS/TSC1/RB1CC1/SRC/STK11	6
group_G5_1_0	C4552000	Episodic Kinesigenic Dyskinesia 1	6/50	153/21671	1.38026808902277e-06	0.000117127260627582	6.20441832276245e-05	TSC1/PIK3CB/MAPK3/MAPK14/SRC/STK11	6
group_G5_1_0	C0949664	Tauopathies	7/50	245/21671	1.43031791563192e-06	0.000117127260627582	6.20441832276245e-05	TFEB/TSC1/RELA/PRKAA1/PSEN1/MAPK14/NPC1	7
group_G5_1_0	C0341858	Endometriosis of uterus	6/50	154/21671	1.43372369350321e-06	0.000117127260627582	6.20441832276245e-05	BECN1/CEBPB/RELA/PIK3CB/MAPK3/MUL1	6
group_G5_1_0	C0035112	Reoviridae Infections	4/50	38/21671	1.74649527379383e-06	0.000138822772979126	7.35366431071088e-05	RELA/ATG13/MAPK3/STAT1	4
group_G5_1_0	C2745900	Promyelocytic leukemia	7/50	255/21671	1.86623223196576e-06	0.000144436552479245	7.65103518922253e-05	CEBPB/RELA/PMAIP1/PIK3CB/PIM2/MAPK14/MUL1	7
group_G5_1_0	C0021655	Insulin Resistance	6/50	162/21671	1.92536919683629e-06	0.000145192584817834	7.69108343135685e-05	MFN2/RELA/PRKAA1/MAPK3/STK11/IKBKB	6
group_G5_1_0	C0242422	Parkinsonian Disorders	8/50	373/21671	2.041209885585e-06	0.000150079956837637	7.94997534385737e-05	BECN1/SGK1/RELA/PSEN1/SRC/HTRA2/NPC1/MUL1	8
group_G5_1_0	C4721773	Postoperative cognitive dysfunction	5/50	93/21671	2.37496485832439e-06	0.000170360284105659	9.02425671455736e-05	BAG3/BECN1/RELA/PRKAA1/PIK3CB	5
group_G5_1_0	C1512127	HER2 gene amplification	6/50	170/21671	2.54681066371482e-06	0.0001741900037671	9.22712309008064e-05	HRAS/BECN1/YY1/PIK3CB/MAPK3/MAPK14	6
group_G5_1_0	C1519689	Tumor Promotion	6/50	170/21671	2.54681066371482e-06	0.0001741900037671	9.22712309008064e-05	PIK3CB/MAPK3/STK11/STAT1/NPC1/IKBKB	6
group_G5_1_0	C1510885	Angiogenic Switch	5/50	96/21671	2.77876092915837e-06	0.000185059849964043	9.80291622780593e-05	CEBPB/PIK3CB/MAPK14/STK11/EPAS1	5
group_G5_1_0	C0032584	polyps	8/50	390/21671	2.8402162299835e-06	0.000185059849964043	9.80291622780593e-05	HRAS/RELA/PRKAA1/MAPK3/SRC/STK11/NFKB1/AP3B1	8
group_G5_1_0	C1290884	Inflammatory disorder	8/50	391/21671	2.89450972402107e-06	0.000185059849964043	9.80291622780593e-05	SGK1/PIK3CB/MAPK14/STK11/NFKB1/IKBKB/MUL1/EPAS1	8
group_G5_1_0	C0162557	Liver Failure, Acute	7/50	282/21671	3.63046962543833e-06	0.000227174705710939	0.000120338074930543	TFEB/BECN1/MFN2/RELA/PRKAA1/PIK3CB/STAT1	7
group_G5_1_0	C0175704	LEOPARD Syndrome	4/50	47/21671	4.1562012302757e-06	0.000254653912880017	0.000134894250456316	HRAS/TSC1/PIK3CB/MAPK3	4
group_G5_1_0	C0023267	Fibroid Tumor	8/50	413/21671	4.33350729567004e-06	0.000260098876664604	0.000137778534856964	HRAS/BECN1/CEBPB/TSC1/PIK3CB/SRC/STK11/IKBKB	8
group_G5_1_0	C0035288	Reticuloendotheliosis, X-linked	4/50	48/21671	4.52634793591056e-06	0.000263549087902832	0.000139606166930758	CEBPB/RELA/NFKB1/EPAS1	4
group_G5_1_0	C4551683	Adrenal Gland Pheochromocytoma	8/50	416/21671	4.57021539715895e-06	0.000263549087902832	0.000139606166930758	HRAS/PRKAA1/PIK3CB/MAPK3/MAPK14/RICTOR/SRC/EPAS1	8
group_G5_1_0	C0153633	Malignant neoplasm of brain	7/50	294/21671	4.77421128068313e-06	0.00027001837262479	0.000143033050514393	TFEB/HRAS/RELA/PIK3CB/MAPK3/STAT1/NPC1	7
group_G5_1_0	C0022665	Kidney Neoplasm	7/50	295/21671	4.88172935561314e-06	0.000270889925186005	0.000143494725845232	TFEB/TFE3/TSC1/PIK3CB/MAPK3/STK11/EPAS1	7
group_G5_1_0	C0812413	Malignant Pleural Mesothelioma	8/50	421/21671	4.98912674625491e-06	0.000271722625198809	0.000143935820359791	CEBPB/RELA/PRKAA1/PIK3CB/MAPK3/SRC/STAT1/MUL1	8
group_G5_1_0	C0023440	Acute Erythroblastic Leukemia	7/50	302/21671	5.69236703280259e-06	0.000304386389881317	0.000161238338919576	HRAS/BECN1/RELA/PIK3CB/MAPK3/STAT1/EPAS1	7
group_G5_1_0	C4049446	Neointimal hyperplasia	6/50	198/21671	6.13236262129375e-06	0.000321290123327865	0.000170192516875835	MFN2/PRKAA1/PIK3CB/MAPK3/MAPK14/NFKB1	6
group_G5_1_0	C0008928	Cleidocranial Dysplasia	4/50	52/21671	6.25503261767687e-06	0.000321290123327865	0.000170192516875835	CEBPB/PRKAA1/STK11/MUL1	4
group_G5_1_0	C0220724	CONSTRICTING BANDS, CONGENITAL	3/50	16/21671	6.33622140530982e-06	0.000321290123327865	0.000170192516875835	PSEN1/MAPK14/AP3B1	3
group_G5_1_0	C3811653	Experimental Organism Basal Cell Carcinoma	8/50	437/21671	6.55558777015914e-06	0.000326779383593865	0.000173100265831142	HRAS/PRKAA1/PIK3CB/MAPK3/MAPK14/STK11/STAT1/MUL1	8
group_G5_1_0	C0007766	Intracranial Aneurysm	7/50	311/21671	6.89660767368704e-06	0.000337533271384804	0.000178796772186156	TSC1/RELA/PIK3CB/STAT1/NFKB1/DRAM1/ATG14	7
group_G5_1_0	C1257763	Overnutrition	4/50	54/21671	7.28213985839264e-06	0.000337533271384804	0.000178796772186156	RELA/PRKAA1/NFKB1/IKBKB	4
group_G5_1_0	C1266050	Poorly Differentiated Thyroid Carcinoma	4/50	54/21671	7.28213985839264e-06	0.000337533271384804	0.000178796772186156	HRAS/RELA/PIK3CB/MAPK3	4
group_G5_1_0	C0338508	Optic Atrophy 1	5/50	117/21671	7.34516469521506e-06	0.000337533271384804	0.000178796772186156	OPTN/BECN1/MFN2/PRKAA1/MUL1	5
group_G5_1_0	C1337011	Well Differentiated Pancreatic Endocrine Tumor	5/50	117/21671	7.34516469521506e-06	0.000337533271384804	0.000178796772186156	TFE3/TSC1/PIK3CB/STK11/NFKB1	5
group_G5_1_0	C4518194	Epithelioid angiomyolipoma	3/50	17/21671	7.68147811341833e-06	0.000347557340485589	0.00018410668190865	TFE3/TSC1/PIK3CB	3
group_G5_1_0	C0429468	Anovulatory (finding)	4/50	55/21671	7.83997202227456e-06	0.00034935390481075	0.000185058350765014	ATG13/RB1CC1/MAPK3/ATG14	4
group_G5_1_0	C3714948	PACHYONYCHIA CONGENITA 3	6/50	209/21671	8.35507868478013e-06	0.000366750543461767	0.000194273628491353	BAG3/RELA/PRKAA1/PIK3CB/MAPK3/MAPK14	6
group_G5_1_0	C0017661	IGA Glomerulonephritis	8/50	456/21671	8.9393343395177e-06	0.000377675752171181	0.000200060886276901	OPTN/RELA/PIK3CB/MAPK3/MAPK14/STAT1/IKBKB/BCL2L1	8
group_G5_1_0	C2937358	Cerebral Hemorrhage	5/50	122/21671	9.00897051741079e-06	0.000377675752171181	0.000200060886276901	BECN1/RELA/MAP1LC3A/NFKB1/BCL2L1	5
group_G5_1_0	C0010606	Adenoid Cystic Carcinoma	7/50	325/21671	9.18692385017123e-06	0.000377675752171181	0.000200060886276901	TFE3/HRAS/BECN1/MFN2/PIK3CB/MAPK3/NFKB1	7
group_G5_1_0	C0553723	Squamous cell carcinoma of skin	8/50	458/21671	9.22821304008546e-06	0.000377675752171181	0.000200060886276901	TFEB/HRAS/BECN1/RELA/PIK3CB/MAPK3/SRC/STAT1	8
group_G5_1_0	C1368683	Epithelioma	7/50	326/21671	9.37215235994022e-06	0.000377675752171181	0.000200060886276901	TFE3/HRAS/SGK1/TSC1/PIK3CB/SRC/NPC1	7
group_G5_1_0	C0034494	Rabies (disorder)	5/50	123/21671	9.37447463736695e-06	0.000377675752171181	0.000200060886276901	RAB7A/PIK3CB/MAPK3/STAT1/MUL1	5
group_G5_1_0	C0349566	Squamous cell carcinoma of tongue	8/50	462/21671	9.82971824755056e-06	0.000390664883324948	0.000206941436790538	TFE3/BECN1/RELA/PIK3CB/MAPK3/SRC/NFKB1/EPAS1	8
group_G5_1_0	C0270921	Axonal neuropathy	4/50	59/21671	1.03913967655893e-05	0.000407481305167977	0.000215849364393996	BAG3/MFN2/RAB7A/MUL1	4
group_G5_1_0	C0279680	Transitional cell carcinoma of bladder	7/50	333/21671	1.07576560294007e-05	0.000416292978716677	0.000220517048802119	HRAS/TSC1/PIK3CB/MAPK3/MAPK14/SRC/NFKB1	7
group_G5_1_0	C1955869	Malformations of Cortical Development	4/50	60/21671	1.11147644077873e-05	0.000421956393769902	0.000223517050333562	HRAS/TSC1/PIK3CB/BCL2L1	4
group_G5_1_0	C0853897	Diabetic Cardiomyopathies	6/50	220/21671	1.1190955020079e-05	0.000421956393769902	0.000223517050333562	BECN1/SGK1/PRKAA1/PIK3CB/MAPK3/MAPK14	6
group_G5_1_0	C1332182	Adult Anaplastic Large Cell Lymphoma	5/50	128/21671	1.13796221495919e-05	0.000423638844834809	0.0002244082715709	CEBPB/YY1/MAPK3/MAPK14/STAT1	5
group_G5_1_0	C0276138	Viral myocarditis	5/50	129/21671	1.18180165643062e-05	0.000434459833945305	0.000230140322568067	RELA/MAPK3/MAPK14/STAT1/NFKB1	5
group_G5_1_0	C0085078	Lysosomal Storage Diseases	5/50	130/21671	1.22694945145695e-05	0.000440055894723766	0.000233104645462937	TFEB/PRKAA1/MCOLN1/NPC1/VPS11	5
group_G5_1_0	C1332942	Childhood Anaplastic Large Cell Lymphoma	5/50	130/21671	1.22694945145695e-05	0.000440055894723766	0.000233104645462937	CEBPB/YY1/MAPK3/MAPK14/STAT1	5
group_G5_1_0	C1292769	Precursor B-cell lymphoblastic leukemia	8/50	478/21671	1.25786293334512e-05	0.000445707817706989	0.000236098559461101	BECN1/YY1/RAB5C/PSEN1/PIK3CB/PIM2/SRC/MUL1	8
group_G5_1_0	C0442874	Neuropathy	8/50	484/21671	1.3764448703994e-05	0.000481919567124363	0.000255280502279589	BAG3/YY1/MFN2/RAB7A/PIK3CB/MAPK3/MAPK14/AMBRA1	8
group_G5_1_0	C0020443	Hypercholesterolemia	8/50	489/21671	1.48234270617287e-05	0.000512890576335812	0.000271686341193293	BECN1/RAB7A/PSEN1/PIK3CB/MAPK3/NPC1/IKBKB/ATG12	8
group_G5_1_0	C0206685	Acinar Cell Carcinoma	4/50	65/21671	1.53015581568084e-05	0.000523277703943878	0.000277188568813665	TFE3/HRAS/TSC1/STK11	4
group_G5_1_0	C4551472	Hypertrophic obstructive cardiomyopathy	6/50	233/21671	1.54990270905618e-05	0.00052393837555566	0.000277538537132868	HRAS/YY1/PRKAA1/PIK3CB/STK11/MUL1	6
group_G5_1_0	C0022336	Creutzfeldt-Jakob disease	5/50	137/21671	1.58197819450216e-05	0.000528704303412598	0.000280063125342488	OPTN/RAB7A/MAPK3/MAPK14/MUL1	5
group_G5_1_0	C0007873	Uterine Cervical Neoplasm	5/50	140/21671	1.75662349575013e-05	0.000580475247303497	0.00030748702231936	HRAS/YY1/MAPK3/STK11/EPAS1	5
group_G5_1_0	C2004493	Leukemia, B-Cell	6/50	239/21671	1.78948087398033e-05	0.000584762583375129	0.000309758092805953	BECN1/SGK1/YY1/PIK3CB/STK11/NFKB1	6
group_G5_1_0	C0017205	Gaucher Disease	5/50	143/21671	1.94594333795103e-05	0.000628903226034504	0.000333140097185371	TFEB/PSEN1/MAPK14/NPC1/MUL1	5
group_G5_1_0	C0011882	Diabetic Neuropathies	5/50	144/21671	2.01245769298746e-05	0.000643330225551751	0.00034078230956767	BECN1/SGK1/RELA/MAPK3/MAPK14	5
group_G5_1_0	C4703473	Atherosclerotic lesion	6/50	253/21671	2.46601304836916e-05	0.000765535023037148	0.000405516145276393	RELA/ATG13/PIK3CB/STAT1/NFKB1/IKBKB	6
group_G5_1_0	C0029454	Osteopetrosis	4/50	74/21671	2.56109575595882e-05	0.000765535023037148	0.000405516145276393	TSC1/MCOLN1/SRC/NFKB1	4
group_G5_1_0	C0410480	Avascular Necrosis of Femur Head	4/50	74/21671	2.56109575595882e-05	0.000765535023037148	0.000405516145276393	BECN1/RELA/PIK3CB/STAT1	4
group_G5_1_0	C0272139	Erythrocytosis due to low atmospheric pressure	3/50	25/21671	2.56456735643489e-05	0.000765535023037148	0.000405516145276393	YY1/PIK3CB/EPAS1	3
group_G5_1_0	C2828150	HPV positive oropharyngeal squamous cell carcinoma	3/50	25/21671	2.56456735643489e-05	0.000765535023037148	0.000405516145276393	HRAS/PIK3CB/STAT1	3
group_G5_1_0	C4745063	Biliary Tract Carcinoma	3/50	25/21671	2.56456735643489e-05	0.000765535023037148	0.000405516145276393	HRAS/PIK3CB/SRC	3
group_G5_1_0	C0752347	Lewy Body Disease	6/50	255/21671	2.5775325474536e-05	0.000765535023037148	0.000405516145276393	TFEB/BECN1/PSEN1/HTRA2/MUL1/BCL2L1	6
group_G5_1_0	C3875321	Inflammatory dermatosis	7/50	382/21671	2.60297525684171e-05	0.000765535023037148	0.000405516145276393	RELA/PIK3CB/MAPK3/MAPK14/STAT1/IKBKB/EPAS1	7
group_G5_1_0	C0342649	Vascular calcification	6/50	257/21671	2.69308112420876e-05	0.000784193226366135	0.00041539969398947	BECN1/SGK1/PRKAA1/MAPK14/IKBKB/MUL1	6
group_G5_1_0	C2931852	Clear-cell metastatic renal cell carcinoma	6/50	260/21671	2.87419583980538e-05	0.000828726467143884	0.000438989663871203	TFE3/PIK3CB/MAPK3/STK11/MUL1/EPAS1	6
group_G5_1_0	C0751690	Malignant Peripheral Nerve Sheath Tumor	6/50	261/21671	2.93670041260306e-05	0.000838527758588893	0.000444181564706441	HRAS/BECN1/TSC1/PIK3CB/MAPK3/STAT1	6
group_G5_1_0	C0282160	Aplasia Cutis Congenita	7/50	393/21671	3.11968561923747e-05	0.000882211096747827	0.000467321327578082	BECN1/TSC1/PRKAA1/PMAIP1/PIK3CB/SRC/STK11	7
group_G5_1_0	C0279543	Philadelphia chromosome positive chronic myelogenous leukemia	3/50	27/21671	3.25087489681311e-05	0.000910554578240702	0.000482335323035931	HRAS/YY1/SRC	3
group_G5_1_0	C0376618	Endotoxemia	7/50	401/21671	3.5463059702894e-05	0.000980801090171512	0.000519546023892281	PRKAA1/PIK3CB/MAPK3/MAPK14/STK11/STAT1/SIRT5	7
group_G5_1_0	C0023804	Lipomatosis, Multiple Symmetrical	3/50	28/21671	3.63506694419227e-05	0.000980801090171512	0.000519546023892281	MFN2/PIK3CB/MAPK3	3
group_G5_1_0	C0265316	Neurocutaneous Syndromes	3/50	28/21671	3.63506694419227e-05	0.000980801090171512	0.000519546023892281	HRAS/TSC1/PIK3CB	3
group_G5_1_0	C4522181	Brachial Amyotrophic Diplegia	3/50	28/21671	3.63506694419227e-05	0.000980801090171512	0.000519546023892281	HRAS/PIK3CB/MAPK3	3
group_G5_1_0	C4284013	Primary cholangiocarcinoma of intrahepatic biliary tract	6/50	274/21671	3.85371153809717e-05	0.00102482534846095	0.000542866377609552	HRAS/BECN1/PIK3CB/MAPK3/SRC/STK11	6
group_G5_1_0	C0027746	Nerve Degeneration	5/50	165/21671	3.86792294046806e-05	0.00102482534846095	0.000542866377609552	OPTN/BECN1/PSEN1/MAP1LC3A/MAPK3	5
group_G5_1_0	C2936719	Mechanical Allodynia	7/50	408/21671	3.95797956668481e-05	0.0010393230272875	0.000550546029952398	CEBPB/MFN2/RELA/PRKAA1/PIK3CB/MAPK3/MAPK14	7
group_G5_1_0	C0035869	Rotavirus Infections	4/50	84/21671	4.22253026702057e-05	0.00109340765493192	0.000579195522217377	PIK3CB/MAPK3/MAPK14/STAT1	4
group_G5_1_0	C0016057	Fibrosarcoma	7/50	413/21671	4.27548045961138e-05	0.00109340765493192	0.000579195522217377	HRAS/RELA/PIK3CB/MAPK14/STAT1/NFKB1/BCL2L1	7
group_G5_1_0	C2973725	Pulmonary arterial hypertension	7/50	413/21671	4.27548045961138e-05	0.00109340765493192	0.000579195522217377	MFN2/PRKAA1/PIK3CB/MAPK3/SRC/STAT1/EPAS1	7
group_G5_1_0	C0038436	Post-Traumatic Stress Disorder	7/50	418/21671	4.61364271111247e-05	0.00115972902887901	0.000614327014707112	BAG3/BECN1/SGK1/YY1/PMAIP1/MAPK3/NFKB1	7
group_G5_1_0	C0205698	Undifferentiated carcinoma	6/50	283/21671	4.61367889761456e-05	0.00115972902887901	0.000614327014707112	HRAS/SGK1/MAP1LC3A/MAPK3/NPC1/BCL2L1	6
group_G5_1_0	C1300127	Perivascular Epithelioid Cell Neoplasms	3/50	31/21671	4.96341887734855e-05	0.00122916318272465	0.000651107396493312	TFEB/TFE3/TSC1	3
group_G5_1_0	C0685938	Malignant neoplasm of gastrointestinal tract	7/50	423/21671	4.97349264686276e-05	0.00122916318272465	0.000651107396493312	BAG3/HRAS/PIK3CB/MAPK3/RICTOR/STK11/MUL1	7
group_G5_1_0	C1960398	HER2-positive carcinoma of breast	6/50	288/21671	5.08514554384203e-05	0.0012444591963777	0.000659209939561908	PRKAA1/PIK3CB/MAPK3/STK11/STAT1/EPAS1	6
group_G5_1_0	C0162534	Prion Diseases	5/50	175/21671	5.12001233463793e-05	0.0012444591963777	0.000659209939561908	PRKAA1/PSEN1/PIK3CB/NFKB1/MUL1	5
group_G5_1_0	C0542476	Forgetful	7/50	429/21671	5.43543611788718e-05	0.00129688237703032	0.000686979336783006	BECN1/PRKAA1/PSEN1/PIK3CB/MAPK3/MAPK14/STAT1	7
group_G5_1_0	C0032027	Pityriasis Rubra Pilaris	3/50	32/21671	5.46798418061069e-05	0.00129688237703032	0.000686979336783006	RELA/PIK3CB/MAPK3	3
group_G5_1_0	C4316899	Cystinosis	3/50	32/21671	5.46798418061069e-05	0.00129688237703032	0.000686979336783006	TFEB/PRKAA1/RAB7A	3
group_G5_1_0	C0008497	Choriocarcinoma	7/50	431/21671	5.59702326119489e-05	0.00131686763289393	0.000697565846447868	RELA/PIK3CB/PIM2/MAPK3/STK11/STAT1/EPAS1	7
group_G5_1_0	C0206716	Ganglioglioma	4/50	91/21671	5.77989498715833e-05	0.00134910088549466	0.000714640315872542	BECN1/TSC1/PIK3CB/STK11	4
group_G5_1_0	C4518356	MiT family translocation renal cell carcinoma	3/50	33/21671	6.00501819157418e-05	0.0013906109056236	0.000736628837424765	TFEB/TFE3/PIK3CB	3
group_G5_1_0	C0034885	Rectal Neoplasms	4/50	93/21671	6.29282931284026e-05	0.00144587586008306	0.000765903567681216	HRAS/TSC1/PRKAA1/STK11	4
group_G5_1_0	C0035126	Reperfusion Injury	6/50	300/21671	6.37540770977049e-05	0.00145349411429729	0.000769939078780932	BAG3/BECN1/RELA/MAPK14/SRC/STAT1	6
group_G5_1_0	C0015696	Fatty Liver, Alcoholic	4/50	94/21671	6.56138149341745e-05	0.00148438638247236	0.000786303207308326	MFN2/RELA/STK11/NFKB1	4
group_G5_1_0	C0027659	Neoplasms, Experimental	4/50	95/21671	6.83819564177584e-05	0.00152828449920717	0.000809556741826665	HRAS/RELA/MAPK3/EPAS1	4
group_G5_1_0	C0595921	Intraocular pressure disorder	6/50	304/21671	6.85935239358539e-05	0.00152828449920717	0.000809556741826665	OPTN/CEBPB/PIK3CB/MAPK3/MAPK14/SRC	6
group_G5_1_0	C0206624	Hepatoblastoma	7/50	452/21671	7.54484689636464e-05	0.00166837554302319	0.000883765208280148	BECN1/CEBPB/YY1/PIK3CB/PIM2/MAPK3/DRAM1	7
group_G5_1_0	C3887640	Astrocytosis	3/50	37/21671	8.4964807023743e-05	0.00186478729445394	0.0009878076543216	TSC1/PSEN1/MAPK3	3
