Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
group_G5_1_0	hsa04920	Adipocytokine signaling pathway	5/45	69/8158	3.51295519204028e-05	0.000119853765375492	2.90027260436762e-05	RELA/PRKAA1/STK11/NFKB1/IKBKB	5
group_G5_1_0	hsa05211	Renal cell carcinoma	5/45	69/8158	3.51295519204028e-05	0.000119853765375492	2.90027260436762e-05	TFE3/HRAS/PIK3CB/MAPK3/EPAS1	5
group_G5_1_0	hsa04014	Ras signaling pathway	8/45	235/8158	3.60930108597926e-05	0.000120772767107768	2.92251100079292e-05	HRAS/RAB5C/RELA/PIK3CB/MAPK3/NFKB1/IKBKB/BCL2L1	8
group_G5_1_0	hsa04622	RIG-I-like receptor signaling pathway	5/45	70/8158	3.76773162348507e-05	0.00012140468564563	2.93780243546594e-05	RELA/MAPK14/NFKB1/IKBKB/ATG12	5
group_G5_1_0	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	5/45	70/8158	3.76773162348507e-05	0.00012140468564563	2.93780243546594e-05	RELA/MAPK14/SRC/NFKB1/IKBKB	5
group_G5_1_0	hsa04071	Sphingolipid signaling pathway	6/45	119/8158	4.34518399872956e-05	0.000137465821050717	3.32645664974512e-05	HRAS/RELA/PIK3CB/MAPK3/MAPK14/NFKB1	6
group_G5_1_0	hsa05140	Leishmaniasis	5/45	77/8158	5.97702528495534e-05	0.000185714714211112	4.49400397365063e-05	RELA/MAPK3/MAPK14/STAT1/NFKB1	5
group_G5_1_0	hsa05165	Human papillomavirus infection	9/45	331/8158	6.49765908377368e-05	0.000198349593083618	4.79974816899256e-05	HRAS/TSC1/RELA/PSEN1/PIK3CB/MAPK3/STAT1/NFKB1/IKBKB	9
group_G5_1_0	hsa01521	EGFR tyrosine kinase inhibitor resistance	5/45	79/8158	6.76235878211563e-05	0.000202870763463469	4.90915338084619e-05	HRAS/PIK3CB/MAPK3/SRC/BCL2L1	5
group_G5_1_0	hsa04910	Insulin signaling pathway	6/45	137/8158	9.55593276376832e-05	0.000281819034050117	6.81957735148497e-05	HRAS/TSC1/PRKAA1/PIK3CB/MAPK3/IKBKB	6
group_G5_1_0	hsa05162	Measles	6/45	139/8158	0.000103553591779156	0.000300305416159554	7.26691872134431e-05	RELA/PIK3CB/STAT1/NFKB1/IKBKB/BCL2L1	6
group_G5_1_0	hsa05203	Viral carcinogenesis	7/45	204/8158	0.000111694251972803	0.000318603276119143	7.7096981517034e-05	HRAS/RELA/PMAIP1/PIK3CB/MAPK3/SRC/NFKB1	7
group_G5_1_0	hsa05222	Small cell lung cancer	5/45	92/8158	0.000139913114142755	0.000392659384852248	9.50173950035688e-05	RELA/PIK3CB/NFKB1/IKBKB/BCL2L1	5
group_G5_1_0	hsa01522	Endocrine resistance	5/45	98/8158	0.000188528446889328	0.000506090900908818	0.000122466037727482	HRAS/PIK3CB/MAPK3/MAPK14/SRC	5
group_G5_1_0	hsa04932	Non-alcoholic fatty liver disease	6/45	155/8158	0.00018854587531736	0.000506090900908818	0.000122466037727482	RELA/PRKAA1/PIK3CB/MAPK14/NFKB1/IKBKB	6
group_G5_1_0	hsa05166	Human T-cell leukemia virus 1 infection	7/45	222/8158	0.0001890569457418	0.000506090900908818	0.000122466037727482	HRAS/RELA/PIK3CB/MAPK3/NFKB1/IKBKB/BCL2L1	7
group_G5_1_0	hsa05146	Amoebiasis	5/45	102/8158	0.000227475712871652	0.000599708697570719	0.000145120072007434	RAB5C/RELA/RAB7A/PIK3CB/NFKB1	5
group_G5_1_0	hsa05171	Coronavirus disease - COVID-19	7/45	232/8158	0.000247997827749968	0.000644054060126784	0.000155850952238786	RELA/PIK3CB/MAPK3/MAPK14/STAT1/NFKB1/IKBKB	7
group_G5_1_0	hsa04931	Insulin resistance	5/45	108/8158	0.000297052642838714	0.00076010529196965	0.000183933524977532	RELA/PRKAA1/PIK3CB/NFKB1/IKBKB	5
group_G5_1_0	hsa05164	Influenza A	6/45	171/8158	0.000321227100627935	0.000810050949409575	0.000196019588483866	RELA/PIK3CB/MAPK3/STAT1/NFKB1/IKBKB	6
group_G5_1_0	hsa04935	Growth hormone synthesis, secretion and action	5/45	119/8158	0.000465306141547234	0.00115661812327455	0.00027988339341187	HRAS/PIK3CB/MAPK3/MAPK14/STAT1	5
group_G5_1_0	hsa04919	Thyroid hormone signaling pathway	5/45	121/8158	0.000502341965957102	0.001229226319995	0.000297453434965517	HRAS/PIK3CB/MAPK3/SRC/STAT1	5
group_G5_1_0	hsa04664	Fc epsilon RI signaling pathway	4/45	68/8158	0.000508645373791033	0.001229226319995	0.000297453434965517	HRAS/PIK3CB/MAPK3/MAPK14	4
group_G5_1_0	hsa04613	Neutrophil extracellular trap formation	6/45	190/8158	0.000563979604003051	0.00134428015200727	0.000325294652633339	RELA/PIK3CB/MAPK3/MAPK14/SRC/NFKB1	6
group_G5_1_0	hsa01523	Antifolate resistance	3/45	30/8158	0.000573830645639095	0.0013492774640703	0.000326503923549983	RELA/NFKB1/IKBKB	3
group_G5_1_0	hsa01524	Platinum drug resistance	4/45	73/8158	0.000666309086384664	0.00154583708041242	0.000374068259022969	PMAIP1/PIK3CB/MAPK3/BCL2L1	4
group_G5_1_0	hsa05130	Pathogenic Escherichia coli infection	6/45	197/8158	0.000682748288977282	0.00156313424055325	0.000378253899710405	RELA/MAPK3/MAPK14/SRC/NFKB1/IKBKB	6
group_G5_1_0	hsa05133	Pertussis	4/45	76/8158	0.000776013133179845	0.00173746777867073	0.000420439873846516	RELA/MAPK3/MAPK14/NFKB1	4
group_G5_1_0	hsa05169	Epstein-Barr virus infection	6/45	202/8158	0.000778864866300671	0.00173746777867073	0.000420439873846516	RELA/PIK3CB/MAPK14/STAT1/NFKB1/IKBKB	6
group_G5_1_0	hsa04371	Apelin signaling pathway	5/45	139/8158	0.000943982346320073	0.00207915099062902	0.00050312183681283	HRAS/BECN1/PRKAA1/MAP1LC3A/MAPK3	5
group_G5_1_0	hsa05207	Chemical carcinogenesis - receptor activation	6/45	212/8158	0.00100237720869871	0.0021801704289197	0.000527566951946691	HRAS/RELA/PIK3CB/MAPK3/SRC/NFKB1	6
group_G5_1_0	hsa04936	Alcoholic liver disease	5/45	142/8158	0.00103916460932579	0.00223227953114429	0.00054017653506214	RELA/PRKAA1/MAPK14/NFKB1/IKBKB	5
group_G5_1_0	hsa04960	Aldosterone-regulated sodium reabsorption	3/45	37/8158	0.00106898530814481	0.0022683346782585	0.000548901313553176	SGK1/PIK3CB/MAPK3	3
group_G5_1_0	hsa04012	ErbB signaling pathway	4/45	85/8158	0.00118131176088451	0.0024764848963121	0.000599270392332026	HRAS/PIK3CB/MAPK3/SRC	4
group_G5_1_0	hsa05210	Colorectal cancer	4/45	86/8158	0.0012339832725397	0.00255610820740366	0.000618537981222907	HRAS/PMAIP1/PIK3CB/MAPK3	4
group_G5_1_0	hsa05219	Bladder cancer	3/45	41/8158	0.0014441907449021	0.00295634340721137	0.000715388604285872	HRAS/MAPK3/SRC	3
group_G5_1_0	hsa04912	GnRH signaling pathway	4/45	93/8158	0.00164973570852945	0.00333783736376889	0.00080770414126289	HRAS/MAPK3/MAPK14/SRC	4
group_G5_1_0	hsa05231	Choline metabolism in cancer	4/45	98/8158	0.00200060133184939	0.00398894500510477	0.000965261949208656	HRAS/TSC1/PIK3CB/MAPK3	4
group_G5_1_0	hsa04930	Type II diabetes mellitus	3/45	46/8158	0.00201739747384609	0.00398894500510477	0.000965261949208656	PIK3CB/MAPK3/IKBKB	3
group_G5_1_0	hsa04064	NF-kappa B signaling pathway	4/45	104/8158	0.00248619337664592	0.00486064772512798	0.0011762002964617	RELA/NFKB1/IKBKB/BCL2L1	4
group_G5_1_0	hsa04066	HIF-1 signaling pathway	4/45	109/8158	0.00294848798020365	0.0057004100950604	0.00137940958138183	RELA/PIK3CB/MAPK3/NFKB1	4
group_G5_1_0	hsa05213	Endometrial cancer	3/45	58/8158	0.00391611181404007	0.00748795006201068	0.00181196613720767	HRAS/PIK3CB/MAPK3	3
group_G5_1_0	hsa05202	Transcriptional misregulation in cancer	5/45	193/8158	0.00398914109077209	0.00754467988906895	0.00182569386305359	TFE3/CEBPB/RELA/NFKB1/BCL2L1	5
group_G5_1_0	hsa04152	AMPK signaling pathway	4/45	120/8158	0.00416644947644908	0.00779529256884021	0.001886338189677	TSC1/PRKAA1/PIK3CB/STK11	4
group_G5_1_0	hsa04611	Platelet activation	4/45	124/8158	0.00468279619800205	0.0086577316749231	0.00209503488806367	PIK3CB/MAPK3/MAPK14/SRC	4
group_G5_1_0	hsa04213	Longevity regulating pathway - multiple species	3/45	62/8158	0.00472692246619365	0.0086577316749231	0.00209503488806367	HRAS/PRKAA1/PIK3CB	3
group_G5_1_0	hsa04623	Cytosolic DNA-sensing pathway	3/45	63/8158	0.00494428968978093	0.00896152506272794	0.00216854810955304	RELA/NFKB1/IKBKB	3
group_G5_1_0	hsa05168	Herpes simplex virus 1 infection	8/45	495/8158	0.00511068984089842	0.0090302850737323	0.00218518695069142	TSC1/RELA/PIK3CB/SRC/STAT1/NFKB1/IKBKB/BCL2L1	8
group_G5_1_0	hsa05205	Proteoglycans in cancer	5/45	205/8158	0.00515180611993081	0.0090302850737323	0.00218518695069142	HRAS/PIK3CB/MAPK3/MAPK14/SRC	5
group_G5_1_0	hsa04929	GnRH secretion	3/45	64/8158	0.00516761894554	0.0090302850737323	0.00218518695069142	HRAS/PIK3CB/MAPK3	3
group_G5_1_0	hsa04010	MAPK signaling pathway	6/45	294/8158	0.00518981900789213	0.0090302850737323	0.00218518695069142	HRAS/RELA/MAPK3/MAPK14/NFKB1/IKBKB	6
group_G5_1_0	hsa05321	Inflammatory bowel disease	3/45	65/8158	0.00539695612623101	0.0092977263956851	0.00224990354402543	RELA/STAT1/NFKB1	3
group_G5_1_0	hsa04015	Rap1 signaling pathway	5/45	210/8158	0.00570100928641717	0.00972525113565282	0.00235335780657056	HRAS/PIK3CB/MAPK3/MAPK14/SRC	5
group_G5_1_1	hsa05110	Vibrio cholerae infection	7/10	50/8158	2.4837823520474e-14	4.22242999848058e-13	1.30725386949863e-13	ATP6V1F/ATP6V1G3/ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6AP1/ATP6V1G1	7
group_G5_1_1	hsa04966	Collecting duct acid secretion	6/10	27/8158	1.50769784576232e-13	1.28154316889797e-12	3.96762590990083e-13	ATP6V1F/ATP6V1G3/ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6V1G1	6
group_G5_1_1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	7/10	70/8158	2.96169537811413e-13	1.67829404759801e-12	5.195956803709e-13	ATP6V1F/ATP6V1G3/ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6AP1/ATP6V1G1	7
group_G5_1_1	hsa05323	Rheumatoid arthritis	7/10	93/8158	2.32314641712612e-12	9.873372272786e-12	3.05677160148173e-12	ATP6V1F/ATP6V1G3/ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6AP1/ATP6V1G1	7
group_G5_1_1	hsa00190	Oxidative phosphorylation	7/10	134/8158	3.17596335713347e-11	1.07982754142538e-10	3.34311932329839e-11	ATP6V1F/ATP6V1G3/ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6AP1/ATP6V1G1	7
group_G5_1_1	hsa04145	Phagosome	7/10	152/8158	7.77690618038727e-11	2.20345675110973e-10	6.8218475266555e-11	ATP6V1F/ATP6V1G3/ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6AP1/ATP6V1G1	7
group_G5_1_1	hsa04721	Synaptic vesicle cycle	6/10	78/8158	1.280354840895e-10	3.10943318503071e-10	9.62672812703006e-11	ATP6V1F/ATP6V1G3/ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6V1G1	6
group_G5_1_1	hsa04150	mTOR signaling pathway	6/10	156/8158	8.75785122519008e-09	1.86104338535289e-08	5.76174422709874e-09	LAMTOR1/ATP6V1F/FNIP2/ATP6V1G3/ATP6V1B1/ATP6V1G1	6
group_G5_1_1	hsa05165	Human papillomavirus infection	7/10	331/8158	1.83727160469239e-08	3.47040191997452e-08	1.0744278390014e-08	ATP6V1F/ATP6V1G3/ATP6V0D1/ATP6V1B1/ATP6V0A4/ATP6AP1/ATP6V1G1	7
group_G5_1_1	hsa04142	Lysosome	4/10	132/8158	1.27551858950149e-05	2.16838160215254e-05	6.71325573421839e-06	SLC11A2/ATP6V0D1/ATP6V0A4/ATP6AP1	4
group_G5_1_1	hsa05152	Tuberculosis	3/10	180/8158	0.00113082107298735	0.00174763256734408	0.000541062714348012	ATP6V0D1/ATP6V0A4/ATP6AP1	3
group_G5_1_2	hsa04142	Lysosome	6/8	132/8158	4.36780563731641e-10	3.05746394612149e-09	1.83907605781744e-09	CTSF/CLN5/MAN2B1/ACP5/GBA/GM2A	6
group_G5_1_2	hsa00511	Other glycan degradation	3/8	18/8158	5.01695676796683e-07	1.75593486878839e-06	1.05620142483512e-06	NEU4/MAN2B1/GBA	3
group_G5_1_2	hsa00600	Sphingolipid metabolism	2/8	53/8158	0.00113096582069322	0.00263892024828419	0.00158732045009575	NEU4/GBA	2
group_G5_2_1	hsa04966	Collecting duct acid secretion	7/12	27/8158	1.46200170528343e-15	2.0468023873968e-14	3.07789832691248e-15	ATP6V0E2/ATP6V1C2/ATP6V0D1/TCIRG1/ATP6V1B2/ATP6V1E1/ATP6V1G1	7
group_G5_2_1	hsa05110	Vibrio cholerae infection	7/12	50/8158	1.62419544373809e-13	1.13693681061666e-12	1.70967941446115e-13	ATP6V0E2/ATP6V1C2/ATP6V0D1/TCIRG1/ATP6V1B2/ATP6V1E1/ATP6V1G1	7
group_G5_2_1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	7/12	70/8158	1.92836886649373e-12	8.99905471030406e-12	1.35324130982016e-12	ATP6V0E2/ATP6V1C2/ATP6V0D1/TCIRG1/ATP6V1B2/ATP6V1E1/ATP6V1G1	7
group_G5_2_1	hsa04721	Synaptic vesicle cycle	7/12	78/8158	4.23147100883351e-12	1.48101485309173e-11	2.22709000464922e-12	ATP6V0E2/ATP6V1C2/ATP6V0D1/TCIRG1/ATP6V1B2/ATP6V1E1/ATP6V1G1	7
group_G5_2_1	hsa04150	mTOR signaling pathway	8/12	156/8158	6.93309717749965e-12	1.9412672096999e-11	2.9191988115788e-12	SLC38A9/STRADA/MIOS/LAMTOR2/ATP6V1C2/ATP6V1B2/ATP6V1E1/ATP6V1G1	8
group_G5_2_1	hsa05323	Rheumatoid arthritis	7/12	93/8158	1.50510077332097e-11	3.51190180441559e-11	5.28105534498585e-12	ATP6V0E2/ATP6V1C2/ATP6V0D1/TCIRG1/ATP6V1B2/ATP6V1E1/ATP6V1G1	7
group_G5_2_1	hsa00190	Oxidative phosphorylation	7/12	134/8158	2.03939290566566e-10	4.07878581133132e-10	6.13351249824259e-11	ATP6V0E2/ATP6V1C2/ATP6V0D1/TCIRG1/ATP6V1B2/ATP6V1E1/ATP6V1G1	7
group_G5_2_1	hsa04145	Phagosome	7/12	152/8158	4.97429185769114e-10	8.7050107509595e-10	1.30902417307662e-10	ATP6V0E2/ATP6V1C2/ATP6V0D1/TCIRG1/ATP6V1B2/ATP6V1E1/ATP6V1G1	7
group_G5_2_1	hsa05165	Human papillomavirus infection	7/12	331/8158	1.12984879508709e-07	1.75754257013547e-07	2.64292115809845e-08	ATP6V0E2/ATP6V1C2/ATP6V0D1/TCIRG1/ATP6V1B2/ATP6V1E1/ATP6V1G1	7
group_G5_2_3	hsa04142	Lysosome	5/7	132/8158	2.10413769137496e-08	1.05206884568748e-07	NA	CTNS/SGSH/MFSD8/NPC2/GNS	5
group_G5_2_3	hsa00531	Glycosaminoglycan degradation	2/7	19/8158	0.000107179622352766	0.000267949055881915	NA	SGSH/GNS	2
