Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
group_G5_2_3	DOID:655	inherited metabolic disorder	5/5	331/8007	1.17260780504864e-07	1.40712936605837e-06	8.64026803720053e-07	CTNS/CHIT1/SGSH/NPC2/GNS	5
group_G5_2_3	DOID:14504	Niemann-Pick disease	2/5	12/8007	2.0540121974143e-05	0.000135870299058424	8.34291310007866e-05	CHIT1/NPC2	2
group_G5_2_3	DOID:12798	mucopolysaccharidosis	2/5	14/8007	2.83063123038383e-05	0.000135870299058424	8.34291310007866e-05	SGSH/GNS	2
group_G5_2_3	DOID:4330	non-langerhans-cell histiocytosis	2/5	14/8007	2.83063123038383e-05	0.000135870299058424	8.34291310007866e-05	CHIT1/NPC2	2
group_G5_2_3	DOID:1927	sphingolipidosis	2/5	34/8007	0.000173632676333587	0.000694530705334347	0.000426466222573722	CHIT1/NPC2	2
group_G5_2_3	DOID:3405	histiocytosis	2/5	37/8007	0.000205975989404036	0.000706203392242408	0.000433633661903233	CHIT1/NPC2	2
group_G5_2_3	DOID:75	lymphatic system disease	2/5	101/8007	0.00153694953991684	0.00461084861975053	0.00283122283668892	CHIT1/NPC2	2
group_G5_2_3	DOID:9455	lipid storage disease	2/5	130/8007	0.00253338948321049	0.00675570528856131	0.00414824008946747	CHIT1/NPC2	2
group_G5_3_1	DOID:3211	lysosomal storage disease	5/8	150/8007	1.15550900615783e-07	2.31101801231567e-06	9.73060215711861e-07	GUSB/HGSNAT/SLC17A5/NPC2/SMPD1	5
group_G5_3_1	DOID:655	inherited metabolic disorder	5/8	331/8007	5.92080894673381e-06	5.92080894673381e-05	2.49297218809845e-05	GUSB/HGSNAT/SLC17A5/NPC2/SMPD1	5
group_G5_3_1	DOID:14504	Niemann-Pick disease	2/8	12/8007	5.7368776195485e-05	0.000316081268843091	0.000133086850039196	NPC2/SMPD1	2
group_G5_3_1	DOID:12798	mucopolysaccharidosis	2/8	14/8007	7.90203172107727e-05	0.000316081268843091	0.000133086850039196	GUSB/HGSNAT	2
group_G5_3_1	DOID:4330	non-langerhans-cell histiocytosis	2/8	14/8007	7.90203172107727e-05	0.000316081268843091	0.000133086850039196	NPC2/SMPD1	2
group_G5_3_1	DOID:1927	sphingolipidosis	2/8	34/8007	0.000482298626583913	0.00160766208861304	0.000676910353100229	NPC2/SMPD1	2
group_G5_3_1	DOID:3405	histiocytosis	2/8	37/8007	0.000571709660281185	0.00163345617223196	0.00068777101988714	NPC2/SMPD1	2
group_G5_5_0	DOID:1927	sphingolipidosis	4/34	34/8007	1.14848727390597e-05	0.00162693357322359	0.00120886705131164	TLR4/XBP1/SREBF2/NPC1	4
group_G5_5_0	DOID:14504	Niemann-Pick disease	3/34	12/8007	1.49952159350594e-05	0.00162693357322359	0.00120886705131164	TLR4/SREBF2/NPC1	3
group_G5_5_0	DOID:9455	lipid storage disease	6/34	130/8007	1.51108381413956e-05	0.00162693357322359	0.00120886705131164	PPARGC1A/TLR4/CLN3/XBP1/SREBF2/NPC1	6
group_G5_5_0	DOID:4330	non-langerhans-cell histiocytosis	3/34	14/8007	2.46664681054842e-05	0.00195393368767852	0.00145183927257847	TLR4/SREBF2/NPC1	3
group_G5_5_0	DOID:3211	lysosomal storage disease	6/34	150/8007	3.41031159167485e-05	0.00195393368767852	0.00145183927257847	PPARGC1A/TLR4/CLN3/XBP1/SREBF2/NPC1	6
group_G5_5_0	DOID:0050736	autosomal dominant disease	9/34	409/8007	3.62959818144617e-05	0.00195393368767852	0.00145183927257847	PPARGC1A/RHEB/SIRT2/USP11/JUNB/ABL1/SP1/RPTOR/ESR1	9
group_G5_5_0	DOID:655	inherited metabolic disorder	8/34	331/8007	5.5415473662991e-05	0.00255702828473516	0.00189995909701684	PPARGC1A/TLR4/CLN3/XBP1/SREBF2/NPC1/ATF3/ESR1	8
group_G5_5_2	DOID:1927	sphingolipidosis	2/9	34/8007	0.00061844806344038	0.0092767209516057	0.0058589816536457	HEXB/NAGA	2
group_G5_6_2	DOID:12798	mucopolysaccharidosis	3/6	14/8007	8.48578878231281e-08	5.09147326938768e-07	8.9324092445398e-08	IDS/NAGLU/GALNS	3
group_G5_6_2	DOID:3211	lysosomal storage disease	4/6	150/8007	1.72435725339965e-06	5.17307176019894e-06	9.0755644915771e-07	IDS/NAGLU/GALNS/GLA	4
group_G5_6_2	DOID:655	inherited metabolic disorder	4/6	331/8007	4.02811289819934e-05	8.05622579639868e-05	1.41337294673661e-05	IDS/NAGLU/GALNS/GLA	4
