Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
group_G5_1_0	GO:0010638	positive regulation of organelle organization	11/50	487/18800	4.72344753149252e-08	2.84587713772424e-06	1.74574201163934e-06	HRAS/BECN1/TSC1/ATG2A/PMAIP1/MAPK3/RICTOR/SRC/AMBRA1/HTRA2/MUL1	11
group_G5_1_0	GO:0034599	cellular response to oxidative stress	9/50	284/18800	5.2588960332687e-08	3.04314681066759e-06	1.86675284204889e-06	BECN1/TSC1/RELA/PRKAA1/MAP1LC3A/MAPK3/SRC/HTRA2/EPAS1	9
group_G5_1_0	GO:0045913	positive regulation of carbohydrate metabolic process	6/50	77/18800	5.33146974667443e-08	3.04314681066759e-06	1.86675284204889e-06	PRKAA1/PMAIP1/PSEN1/SRC/STK11/NFKB1	6
group_G5_1_0	GO:1903533	regulation of protein targeting	6/50	78/18800	5.76416536692131e-08	3.20576273868008e-06	1.96650607929515e-06	BAG3/HRAS/PRKAA1/ATG13/HTRA2/VPS11	6
group_G5_1_0	GO:0051222	positive regulation of protein transport	9/50	293/18800	6.8678532477827e-08	3.72409342361017e-06	2.28446486978877e-06	BAG3/HRAS/PRKAA1/ATG13/PSEN1/MAPK14/SRC/HTRA2/VPS11	9
group_G5_1_0	GO:0097193	intrinsic apoptotic signaling pathway	9/50	295/18800	7.27878263792469e-08	3.85065354674601e-06	2.3621004504074e-06	HRAS/BECN1/CEBPB/PMAIP1/PIK3CB/SRC/STK11/HTRA2/BCL2L1	9
group_G5_1_0	GO:0044804	autophagy of nucleus	4/50	16/18800	7.86814626255183e-08	4.06333553416069e-06	2.492565633049e-06	ATG2A/ATG13/RB1CC1/ATG12	4
group_G5_1_0	GO:0070555	response to interleukin-1	7/50	141/18800	8.76937972499844e-08	4.42343828453991e-06	2.71346290633979e-06	CEBPB/YY1/RELA/MAPK3/SRC/NFKB1/IKBKB	7
group_G5_1_0	GO:1904951	positive regulation of establishment of protein localization	9/50	309/18800	1.08065411823379e-07	5.24523448568956e-06	3.21757607915926e-06	BAG3/HRAS/PRKAA1/ATG13/PSEN1/MAPK14/SRC/HTRA2/VPS11	9
group_G5_1_0	GO:1903214	regulation of protein targeting to mitochondrion	5/50	44/18800	1.08822292234223e-07	5.24523448568956e-06	3.21757607915926e-06	BAG3/PRKAA1/ATG13/HTRA2/VPS11	5
group_G5_1_0	GO:0033157	regulation of intracellular protein transport	8/50	224/18800	1.25125251473844e-07	5.899927618408e-06	3.61918347512447e-06	BAG3/HRAS/PRKAA1/ATG13/PSEN1/MAPK14/HTRA2/VPS11	8
group_G5_1_0	GO:0006605	protein targeting	9/50	317/18800	1.34278970367561e-07	6.19683163249449e-06	3.80131284534373e-06	BAG3/HRAS/MFN2/PRKAA1/ATG13/RAB7A/HTRA2/VPS11/AP3B1	9
group_G5_1_0	GO:0071214	cellular response to abiotic stimulus	9/50	323/18800	1.57421638458653e-07	6.96831701666977e-06	4.27456393150886e-06	BAG3/HRAS/YY1/MCOLN1/MAPK3/MAPK14/STK11/NFKB1/BCL2L1	9
group_G5_1_0	GO:0104004	cellular response to environmental stimulus	9/50	323/18800	1.57421638458653e-07	6.96831701666977e-06	4.27456393150886e-06	BAG3/HRAS/YY1/MCOLN1/MAPK3/MAPK14/STK11/NFKB1/BCL2L1	9
group_G5_1_0	GO:0072594	establishment of protein localization to organelle	10/50	431/18800	1.6355124121368e-07	7.09485284384945e-06	4.35218460829667e-06	BAG3/MFN2/PRKAA1/ATG13/RAB7A/PSEN1/MAPK14/HTRA2/VPS11/AP3B1	10
group_G5_1_0	GO:0007034	vacuolar transport	7/50	155/18800	1.67713019121466e-07	7.13273604851884e-06	4.37542324395322e-06	BECN1/RAB7A/NPC1/VPS16/VPS11/ATG14/AP3B1	7
group_G5_1_0	GO:0062197	cellular response to chemical stress	9/50	332/18800	1.98641430018718e-07	8.28563964828077e-06	5.08264711626842e-06	BECN1/TSC1/RELA/PRKAA1/MAP1LC3A/MAPK3/SRC/HTRA2/EPAS1	9
group_G5_1_0	GO:1903747	regulation of establishment of protein localization to mitochondrion	5/50	50/18800	2.09780442205819e-07	8.58516564423436e-06	5.26638488476971e-06	BAG3/PRKAA1/ATG13/HTRA2/VPS11	5
group_G5_1_0	GO:1903829	positive regulation of protein localization	10/50	446/18800	2.2438131401375e-07	9.01264944621895e-06	5.52861561234658e-06	BAG3/HRAS/PRKAA1/ATG13/PSEN1/MAPK14/SRC/STK11/HTRA2/VPS11	10
group_G5_1_0	GO:0006626	protein targeting to mitochondrion	6/50	101/18800	2.71566522768323e-07	1.07095961433544e-05	6.56957100055808e-06	BAG3/MFN2/PRKAA1/ATG13/HTRA2/VPS11	6
group_G5_1_0	GO:0016482	cytosolic transport	7/50	169/18800	3.02168244964349e-07	1.17036236308513e-05	7.17933574501762e-06	BECN1/YKT6/RAB7A/MAPK3/SRC/VPS11/ATG14	7
group_G5_1_0	GO:0071347	cellular response to interleukin-1	6/50	111/18800	4.7553146079915e-07	1.80952234819887e-05	1.11001249575277e-05	CEBPB/YY1/RELA/MAPK3/NFKB1/IKBKB	6
group_G5_1_0	GO:2001233	regulation of apoptotic signaling pathway	9/50	370/18800	4.94102287180587e-07	1.84777217395637e-05	1.13347602721645e-05	BECN1/RELA/PMAIP1/PSEN1/PIK3CB/RB1CC1/SRC/HTRA2/BCL2L1	9
group_G5_1_0	GO:0007041	lysosomal transport	6/50	121/18800	7.91108410595281e-07	2.90832905522231e-05	1.78405179481255e-05	RAB7A/NPC1/VPS16/VPS11/ATG14/AP3B1	6
group_G5_1_0	GO:0009612	response to mechanical stimulus	7/50	201/18800	9.73403162570972e-07	3.51885243269406e-05	2.1585642061223e-05	BAG3/RELA/MAPK3/MAPK14/SRC/STAT1/NFKB1	7
group_G5_1_0	GO:0000302	response to reactive oxygen species	7/50	203/18800	1.04016927112412e-06	3.69856909683314e-05	2.26880752148557e-05	BECN1/RELA/PRKAA1/MAP1LC3A/MAPK3/SRC/STAT1	7
group_G5_1_0	GO:0042542	response to hydrogen peroxide	6/50	128/18800	1.10080022774247e-06	3.85102531286035e-05	2.36232850232e-05	BECN1/RELA/PRKAA1/MAP1LC3A/SRC/STAT1	6
group_G5_1_0	GO:1903955	positive regulation of protein targeting to mitochondrion	4/50	32/18800	1.50665157840787e-06	5.18718614851854e-05	3.18196757745623e-05	PRKAA1/ATG13/HTRA2/VPS11	4
group_G5_1_0	GO:0097191	extrinsic apoptotic signaling pathway	7/50	221/18800	1.83401347452455e-06	6.21558629100584e-05	3.81281748651156e-05	BAG3/RELA/PMAIP1/RB1CC1/SRC/HTRA2/BCL2L1	7
group_G5_1_0	GO:0048284	organelle fusion	6/50	141/18800	1.93750258255419e-06	6.46529707932314e-05	3.96599718922834e-05	MFN2/RAB7A/STX7/VPS16/VPS11/MUL1	6
group_G5_1_0	GO:2001234	negative regulation of apoptotic signaling pathway	7/50	230/18800	2.39078873277241e-06	7.85700115361115e-05	4.81970806734342e-05	RELA/PSEN1/PIK3CB/RB1CC1/SRC/HTRA2/BCL2L1	7
group_G5_1_0	GO:1903749	positive regulation of establishment of protein localization to mitochondrion	4/50	36/18800	2.44875113246815e-06	7.87555069653078e-05	4.83108688477101e-05	PRKAA1/ATG13/HTRA2/VPS11	4
group_G5_1_0	GO:0034614	cellular response to reactive oxygen species	6/50	147/18800	2.46905231610924e-06	7.87555069653078e-05	4.83108688477101e-05	BECN1/RELA/PRKAA1/MAP1LC3A/MAPK3/SRC	6
group_G5_1_0	GO:0022406	membrane docking	5/50	84/18800	2.85614499298769e-06	8.81458250629427e-05	5.4071157156856e-05	YKT6/RAB7A/STX7/VPS11/ATG14	5
group_G5_1_0	GO:1900182	positive regulation of protein localization to nucleus	5/50	84/18800	2.85614499298769e-06	8.81458250629427e-05	5.4071157156856e-05	BAG3/PSEN1/MAPK14/SRC/STK11	5
group_G5_1_0	GO:0036294	cellular response to decreased oxygen levels	6/50	151/18800	2.88536356821989e-06	8.81458250629427e-05	5.4071157156856e-05	TSC1/PRKAA1/PMAIP1/PIK3CB/SRC/EPAS1	6
group_G5_1_0	GO:2001236	regulation of extrinsic apoptotic signaling pathway	6/50	153/18800	3.1140087866075e-06	9.38095146965509e-05	5.75454255302907e-05	RELA/PMAIP1/RB1CC1/SRC/HTRA2/BCL2L1	6
group_G5_1_0	GO:2000628	regulation of miRNA metabolic process	3/50	12/18800	3.82905341387994e-06	0.000113770093900077	6.97898127634354e-05	HRAS/RELA/NFKB1	3
group_G5_1_0	GO:0070301	cellular response to hydrogen peroxide	5/50	90/18800	4.01761311625644e-06	0.000117759497961624	7.22370267275695e-05	BECN1/RELA/PRKAA1/MAP1LC3A/SRC	5
group_G5_1_0	GO:1904925	positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization	3/50	13/18800	4.96844160553878e-06	0.000142341930887806	8.73165905424214e-05	OPTN/MFN2/MUL1	3
group_G5_1_0	GO:0071453	cellular response to oxygen levels	6/50	166/18800	4.98754575724907e-06	0.000142341930887806	8.73165905424214e-05	TSC1/PRKAA1/PMAIP1/PIK3CB/SRC/EPAS1	6
group_G5_1_0	GO:1901652	response to peptide	9/50	491/18800	5.07951763534641e-06	0.000143084074689174	8.77718426668198e-05	TSC1/RELA/PRKAA1/PSEN1/MAPK14/SRC/STK11/STAT1/NFKB1	9
group_G5_1_0	GO:0051223	regulation of protein transport	9/50	495/18800	5.42422015585461e-06	0.000150835045103188	9.25265084615415e-05	BAG3/HRAS/PRKAA1/ATG13/PSEN1/MAPK14/SRC/HTRA2/VPS11	9
group_G5_1_0	GO:2001242	regulation of intrinsic apoptotic signaling pathway	6/50	171/18800	5.91594550419919e-06	0.000162426402514026	9.96369769128284e-05	BECN1/PMAIP1/PIK3CB/SRC/HTRA2/BCL2L1	6
group_G5_1_0	GO:0034198	cellular response to amino acid starvation	4/50	47/18800	7.25693216045714e-06	0.000196753573200394	0.00012069424014234	TFEB/BECN1/MAP1LC3A/MAPK3	4
group_G5_1_0	GO:0030099	myeloid cell differentiation	8/50	391/18800	8.15123564906502e-06	0.000218271976824963	0.000133894241201016	TFE3/CEBPB/PSEN1/MAPK14/SRC/STAT1/EPAS1/AP3B1	8
group_G5_1_0	GO:1990928	response to amino acid starvation	4/50	49/18800	8.58669024021598e-06	0.000227128428427176	0.000139327040611463	TFEB/BECN1/MAP1LC3A/MAPK3	4
group_G5_1_0	GO:0006109	regulation of carbohydrate metabolic process	6/50	183/18800	8.7263307446315e-06	0.00022804110102537	0.000139886899951988	PRKAA1/PMAIP1/PSEN1/SRC/STK11/NFKB1	6
group_G5_1_0	GO:0042149	cellular response to glucose starvation	4/50	50/18800	9.31511717917339e-06	0.000240529632876513	0.000147547720732772	BECN1/PRKAA1/PMAIP1/ATG14	4
group_G5_1_0	GO:0043434	response to peptide hormone	8/50	404/18800	1.03408188903736e-05	0.000263873366743769	0.00016186743129947	TSC1/RELA/PRKAA1/MAPK14/SRC/STK11/STAT1/NFKB1	8
group_G5_1_0	GO:0051607	defense response to virus	7/50	290/18800	1.0944045770871e-05	0.00027601901484906	0.000169317917434283	BECN1/RELA/PMAIP1/STAT1/MUL1/BCL2L1/ATG12	7
group_G5_1_0	GO:0140546	defense response to symbiont	7/50	291/18800	1.11912583482087e-05	0.00027900964778465	0.000171152456771152	BECN1/RELA/PMAIP1/STAT1/MUL1/BCL2L1/ATG12	7
group_G5_1_0	GO:0043620	regulation of DNA-templated transcription in response to stress	4/50	53/18800	1.17748070691406e-05	0.00029022223332916	0.000178030575782222	BAG3/CEBPB/RELA/EPAS1	4
group_G5_1_0	GO:0036293	response to decreased oxygen levels	7/50	299/18800	1.33409890644876e-05	0.00032513039641431	0.000199444236280453	BECN1/TSC1/PRKAA1/PMAIP1/PIK3CB/SRC/EPAS1	7
group_G5_1_0	GO:2000641	regulation of early endosome to late endosome transport	3/50	18/18800	1.40434044014027e-05	0.000338446046073805	0.000207612434659334	MAPK3/SRC/VPS11	3
group_G5_1_0	GO:0007006	mitochondrial membrane organization	5/50	117/18800	1.45134702629904e-05	0.00034593095604864	0.000212203891410294	MFN2/PMAIP1/MUL1/BCL2L1/AP3B1	5
group_G5_1_0	GO:0043331	response to dsRNA	4/50	56/18800	1.46827133721546e-05	0.000346160927219601	0.000212344962270062	PMAIP1/MAPK3/NFKB1/MUL1	4
group_G5_1_0	GO:1901215	negative regulation of neuron death	6/50	209/18800	1.85704946818549e-05	0.0004331118598381	0.000265683138402542	HRAS/CEBPB/TSC1/PSEN1/HTRA2/BCL2L1	6
group_G5_1_0	GO:0002573	myeloid leukocyte differentiation	6/50	210/18800	1.90783054149904e-05	0.000440221749416107	0.00027004454697142	TFE3/CEBPB/PSEN1/MAPK14/SRC/AP3B1	6
group_G5_1_0	GO:0008333	endosome to lysosome transport	4/50	61/18800	2.06585750004353e-05	0.000471667886062569	0.000289334501945154	RAB7A/VPS16/VPS11/ATG14	4
group_G5_1_0	GO:0050852	T cell receptor signaling pathway	5/50	127/18800	2.15872441209197e-05	0.000487736796857029	0.000299191629044326	HRAS/RELA/PSEN1/STK11/IKBKB	5
group_G5_1_0	GO:0009895	negative regulation of catabolic process	7/50	324/18800	2.23792782366198e-05	0.000495312800971717	0.000303838965532625	BECN1/TSC1/RELA/PRKAA1/PSEN1/MAPK14/NPC1	7
group_G5_1_0	GO:0070482	response to oxygen levels	7/50	324/18800	2.23792782366198e-05	0.000495312800971717	0.000303838965532625	BECN1/TSC1/PRKAA1/PMAIP1/PIK3CB/SRC/EPAS1	7
group_G5_1_0	GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	3/50	21/18800	2.27610113950902e-05	0.000497909680093459	0.000305431965076379	BECN1/PIK3CB/ATG14	3
group_G5_1_0	GO:0071222	cellular response to lipopolysaccharide	6/50	217/18800	2.29557252233038e-05	0.000497909680093459	0.000305431965076379	CEBPB/RELA/MAPK3/MAPK14/SRC/NFKB1	6
group_G5_1_0	GO:1900180	regulation of protein localization to nucleus	5/50	132/18800	2.60042788626961e-05	0.000558448325279088	0.000342568092573715	BAG3/PSEN1/MAPK14/SRC/STK11	5
group_G5_1_0	GO:0046777	protein autophosphorylation	6/50	224/18800	2.74451210197444e-05	0.000583612426390447	0.00035800446820389	ATG13/PIM2/RB1CC1/MAPK3/SRC/STK11	6
group_G5_1_0	GO:1990778	protein localization to cell periphery	7/50	337/18800	2.87858251875144e-05	0.000606179173123482	0.000371847552754401	HRAS/OPTN/GORASP2/RAB7A/STX7/IKBKB/BCL2L1	7
group_G5_1_0	GO:0071219	cellular response to molecule of bacterial origin	6/50	229/18800	3.10650022654078e-05	0.000641714189653995	0.000393645742992235	CEBPB/RELA/MAPK3/MAPK14/SRC/NFKB1	6
group_G5_1_0	GO:0071356	cellular response to tumor necrosis factor	6/50	229/18800	3.10650022654078e-05	0.000641714189653995	0.000393645742992235	RELA/MAPK3/MAPK14/STAT1/NFKB1/IKBKB	6
group_G5_1_0	GO:0062012	regulation of small molecule metabolic process	7/50	342/18800	3.16215043799474e-05	0.000647047575472697	0.000396917393607284	PRKAA1/PMAIP1/PSEN1/SRC/STK11/NFKB1/SIRT5	7
group_G5_1_0	GO:0035994	response to muscle stretch	3/50	24/18800	3.44436138810909e-05	0.000698207462692393	0.000428300324109187	RELA/MAPK14/NFKB1	3
group_G5_1_0	GO:0010212	response to ionizing radiation	5/50	142/18800	3.69256221685271e-05	0.000741589578551252	0.000454912148353004	HRAS/PRKAA1/MAPK14/STK11/BCL2L1	5
group_G5_1_0	GO:0002831	regulation of response to biotic stimulus	7/50	351/18800	3.73056691349553e-05	0.000742348590401083	0.000455377747818286	OPTN/MAPK3/SRC/STAT1/IKBKB/MUL1/ATG12	7
group_G5_1_0	GO:0051881	regulation of mitochondrial membrane potential	4/50	71/18800	3.77192308578908e-05	0.000743754652097865	0.000456240266070565	PMAIP1/SRC/MUL1/BCL2L1	4
group_G5_1_0	GO:0071456	cellular response to hypoxia	5/50	143/18800	3.81873074454648e-05	0.000746200629272191	0.000457740698066074	PRKAA1/PMAIP1/PIK3CB/SRC/EPAS1	5
group_G5_1_0	GO:0032984	protein-containing complex disassembly	6/50	239/18800	3.94572847017697e-05	0.00076413259391195	0.000468740675404482	BECN1/MAP1LC3A/MCOLN1/VPS16/ATG14/ATG12	6
group_G5_1_0	GO:0062013	positive regulation of small molecule metabolic process	5/50	146/18800	4.21738567633018e-05	0.000795435611474796	0.000487942837060077	PRKAA1/PMAIP1/PSEN1/SRC/STK11	5
group_G5_1_0	GO:0106106	cold-induced thermogenesis	5/50	146/18800	4.21738567633018e-05	0.000795435611474796	0.000487942837060077	TFE3/CEBPB/MFN2/STK11/EPAS1	5
group_G5_1_0	GO:0120161	regulation of cold-induced thermogenesis	5/50	146/18800	4.21738567633018e-05	0.000795435611474796	0.000487942837060077	TFE3/CEBPB/MFN2/STK11/EPAS1	5
group_G5_1_0	GO:0044089	positive regulation of cellular component biogenesis	8/50	494/18800	4.36949629001724e-05	0.00080939380455159	0.000496505189853782	HRAS/BECN1/TSC1/ATG2A/RAB7A/RICTOR/SRC/AMBRA1	8
group_G5_1_0	GO:1904385	cellular response to angiotensin	3/50	26/18800	4.40802539480954e-05	0.00080939380455159	0.000496505189853782	RELA/SRC/NFKB1	3
group_G5_1_0	GO:0007040	lysosome organization	4/50	74/18800	4.44065757222864e-05	0.00080939380455159	0.000496505189853782	TFEB/BECN1/RAB7A/AP3B1	4
group_G5_1_0	GO:0080171	lytic vacuole organization	4/50	74/18800	4.44065757222864e-05	0.00080939380455159	0.000496505189853782	TFEB/BECN1/RAB7A/AP3B1	4
group_G5_1_0	GO:0010821	regulation of mitochondrion organization	5/50	148/18800	4.50056091001792e-05	0.000812178596817751	0.000498213460667121	PMAIP1/AMBRA1/HTRA2/MUL1/BCL2L1	5
group_G5_1_0	GO:0051403	stress-activated MAPK cascade	6/50	245/18800	4.53082573605108e-05	0.000812178596817751	0.000498213460667121	HRAS/RB1CC1/MAPK3/MAPK14/NFKB1/IKBKB	6
group_G5_1_0	GO:0010822	positive regulation of mitochondrion organization	4/50	75/18800	4.68167660491239e-05	0.000825573703744306	0.000506430400394459	PMAIP1/AMBRA1/HTRA2/MUL1	4
group_G5_1_0	GO:0140056	organelle localization by membrane tethering	4/50	75/18800	4.68167660491239e-05	0.000825573703744306	0.000506430400394459	YKT6/STX7/VPS11/ATG14	4
group_G5_1_0	GO:0010586	miRNA metabolic process	3/50	27/18800	4.94974677683621e-05	0.000860337622000813	0.00052775557701052	HRAS/RELA/NFKB1	3
