Phenotypic Series  - PS308350
Downloaded:	Nov 23, 2022
Copyright (c) 1966-2022 Johns Hopkins University OMIM, data are provided for research purposes only.


Developmental and epileptic encephalopathy - PS308350 - 109 Entries
Location	Phenotype	Inheritance	Phenotype mapping key	Phenotype MIM number	Gene/Locus	Gene/Locus MIM number
3q13.31	Developmental and epileptic encephalopathy 93	AD	3	618012	ATP6V1A, HO68, ARCL2D, DEE93	607027
3q22.1	Developmental and epileptic encephalopathy 44	AR	3	617132	UBA5, UBE1DC1, DEE44, SCAR24	610552
3q25.1	Developmental and epileptic encephalopathy 73	AD	3	618379	RNF13, DEE73	609247
3q28-q29	Developmental and epileptic encephalopathy 47	AD	3	617166	FGF12, FHF1, DEE47	601513
4p16.3	Developmental and epileptic encephalopathy 63	AR	3	617976	CPLX1, CPX1, DEE63	605032
4p14	Developmental and epileptic encephalopathy 84	AR	3	618792	UGDH, UDPGDH, DEE84	603370
4p12	?Developmental and epileptic encephalopathy 40	AR	3	617065	GUF1, EF4, DEE40	617064
4p12	Developmental and epileptic encephalopathy 78	AD	3	618557	GABRA2, DEE78	137140
4p12	Developmental and epileptic encephalopathy 45	AD	3	617153	GABRB1, DEE45	137190
4q24	Developmental and epileptic encephalopathy 91	AD	3	617711	PPP3CA, PPP2B, CALNA, CNA1, DEE91, ACCIID	114105
4q35.1	Developmental and epileptic encephalopathy 106	AR	3	620028	UFSP2, C4orf20, BHD, SEMDDR, DEE106	611482
5p12	Developmental and epileptic encephalopathy 24	AD	3	615871	HCN1, BCNG1, DEE24, GEFSP10	602780
5q33.3	Developmental and epileptic encephalopathy 65	AD	3	618008	CYFIP2, DEE65	606323
5q34	Developmental and epileptic encephalopathy 92	AD	3	617829	GABRB2, DEE92	600232
5q34	Developmental and epileptic encephalopathy 19	AD	3	615744	GABRA1, EJM5, ECA4, DEE19	137160
5q34	Developmental and epileptic encephalopathy 74	AD	3	618396	GABRG2, DEE74, FEB8, ECA2, GEFSP3	137164
6p24.1	Developmental and epileptic encephalopathy 70	AD	3	618298	PHACTR1, KIAA1733, DEE70	608723
6p21.1	Developmental and epileptic encephalopathy 60	AR	3	617929	CNPY3, TNRC5, PRAT4A, ERDA5, DEE60	610774
6q21	Developmental and epileptic encephalopathy 87	AD	3	618916	CDK19, KIAA1028, DEE87	614720
7q11.23	Developmental and epileptic encephalopathy 51	AR	3	617339	MDH2, DEE51	154100
7q11.23	Developmental and epileptic encephalopathy 56	AD	3	617665	YWHAG, DEE56	605356
7q21.12	Developmental and epileptic encephalopathy 61	AR	3	617933	ADAM22, DEE61	603709
7q22.1	Developmental and epileptic encephalopathy 76	AR	3	618468	ACTL6B, BAF53B, IDDSSAD, DEE76	612458
8p21.3	Developmental and epileptic encephalopathy 64	AD	3	618004	RHOBTB2, DBC2, KIAA0717, DEE64	607352
9q21.33	Developmental and epileptic encephalopathy 58	AD	3	617830	NTRK2, TRKB, OBHD, DEE58	600456
9q22.33	Developmental and epileptic encephalopathy 59	AD	3	617904	GABBR2, GPR51, DEE59, NDPLHS	607340
9q31.3	Developmental and epileptic encephalopathy 37	AR	3	616981	FRRS1L, C9orf4, CG6, DEE37	604574
9q34.11	Developmental and epileptic encephalopathy 4	AD, AR	3	612164	STXBP1, UNC18, DEE4	602926
9q34.11	Developmental and epileptic encephalopathy 31	AD	3	616346	DNM1, DEE31	602377
9q34.11	Developmental and epileptic encephalopathy 5	AD	3	613477	SPTAN1, NEAS, DEE5	182810
9q34.3	Developmental and epileptic encephalopathy 14	AD	3	614959	KCNT1, KIAA1422, DEE14, ENFL5	608167
9q34.3	Developmental and epileptic encephalopathy 101	AR	3	619814	GRIN1, NMDAR1, NDHMSR, NDHMSD, DEE101	138249
10p14	Developmental and epileptic encephalopathy 97	AD	3	619561	CELF2, CUGBP2, ETR3, BRUNOL3, DEE97	602538
11p15.5	Developmental and epileptic encephalopathy 3	AR	3	609304	SLC25A22, GC1, DEE3	609302
11p15.4	Developmental and epileptic encephalopathy 49	AR	3	617281	DENND5A, RAB6IP1, KIAA1091, DEE49	617278
11p13	Developmental and epileptic encephalopathy 41	AD	3	617105	SLC1A2, EAAT2, DEE41	600300
12p13.31	Developmental and epileptic encephalopathy 21	AR	3	615833	NECAP1, DEE21	611623
12p13.1	Developmental and epileptic encephalopathy 27	AD	3	616139	GRIN2B, NMDAR2B, MRD6, DEE27	138252
12q13.13	Developmental and epileptic encephalopathy 13	AD	3	614558	SCN8A, CIAT, DEE13, BFIS5, MYOCL2	600702
12q21.1	Developmental and epileptic encephalopathy 103	AD	3	619913	KCNC2, DEE103	176256
12q24.11-q24.12	Developmental and epileptic encephalopathy 67	AD	3	618141	CUX2, CDP2, CUTL2, DEE67	610648
14q32.33	Developmental and epileptic encephalopathy 66	AD	3	618067	PACS2, KIAA0602, DEE66	610423
15q12	Developmental and epileptic encephalopathy 43	AD	3	617113	GABRB3, ECA5, DEE43	137192
15q12	Developmental and epileptic encephalopathy 79	AD	3	618559	GABRA5, DEE79	137142
15q21.2	Developmental and epileptic encephalopathy 81	AR	3	618663	DMXL2, RC3, KIAA0856, PEPNS, DFNA71, DEE81	612186
15q21.3	Developmental and epileptic encephalopathy 80	AR	3	618580	PIGB, DEE80	604122
15q25.2	Developmental and epileptic encephalopathy 48	AR	3	617276	AP3B2, NAPTB, DEE48	602166
15q26.1	Developmental and epileptic encephalopathy 94	AD	3	615369	CHD2, DEE94	602119
16p13.3	Multiple congenital anomalies-hypotonia-seizures syndrome 4	AR	3	618548	PIGQ, MCAHS4, DEE77, GPIBD19	605754
16p13.3	Developmental and epileptic encephalopathy 16	AR	3	615338	TBC1D24, KIAA1171, FIME, DEE16, DOORS, DFNB86, DFNA65, EPRPDC	613577
16q13	Developmental and epileptic encephalopathy 17	AD	3	615473	GNAO1, DEE17, NEDIM	139311
16q21	Developmental and epileptic encephalopathy 82	AR	3	618721	GOT2, DEE82	138150
16q22.1	Developmental and epileptic encephalopathy 29	AR	3	616339	AARS1, AARS, CMT2N, DEE29, HDLS2, TTD8	601065
16q23.1-q23.2	Developmental and epileptic encephalopathy 28	AR	3	616211	WWOX, FOR, SCAR12, DEE28	605131
17p13.1	Developmental and epileptic encephalopathy 25, with amelogenesis imperfecta	AR	3	615905	SLC13A5, NACT, DEE25	608305
17q11.2	Developmental and epileptic encephalopathy 95	AR	3	618143	PIGS, GPIBD18, DEE95	610271
17q12	Developmental and epileptic encephalopathy 72	AD	3	618374	NEUROD2, DEE72	601725
17q21.2	Developmental and epileptic encephalopathy 104	AD	3	619970	ATP6V0A1, ATP6N1A, VPP1, DEE104, NEDEBA	192130
17q21.31	Developmental and epileptic encephalopathy 96	AD	3	619340	NSF, DEE96	601633
17q25.1	Developmental and epileptic encephalopathy 105 with hypopituitarism	AR	3	619983	HID1, 17orf28, DMC1, DEE105	605752
19p13.13	Developmental and epileptic encephalopathy 42	AD	3	617106	CACNA1A, CACNL1A4, SCA6, DEE42	601011
19p13.11	Developmental and epileptic encephalopathy 108		3	620115	MAST3, KIAA0561, DEE108	612258
19q13.11	Developmental and epileptic encephalopathy 52	AR	3	617350	SCN1B, GEFSP1, BRGDA5, ATFB13, DEE52	600235
19q13.2	Developmental and epileptic encephalopathy 99	AD	3	619606	ATP1A3, DYT12, RDP, AHC2, CAPOS, DEE99	182350
19q13.33	Developmental and epileptic encephalopathy 46	AD	3	617162	GRIN2D, NMDAR2D, DEE46	602717
19q13.33	Microcephaly, seizures, and developmental delay	AR	3	613402	PNKP, PNK, MCSZ, AOA4, CMT2B2	605610
20p13	Developmental and epileptic encephalopathy 35	AR	3	616647	ITPA, DEE35	147520
20p12.3	Developmental and epileptic encephalopathy 12	AR	3	613722	PLCB1, KIAA0581, PLCB1A, PLCB1B, DEE12	607120
20p11.21	Developmental and epileptic encephalopathy 107	AR	3	620033	NAPB, SNAPB, DEE107	611270
20q13.12	Developmental and epileptic encephalopathy 34	AR	3	616645	SLC12A5, KCC2, KIAA1176, DEE34, EIG14	606726
20q13.13	Developmental and epileptic encephalopathy 26	AD	3	616056	KCNB1, DEE26	600397
20q13.33	Developmental and epileptic encephalopathy 7	AD	3	613720	KCNQ2, EBN1, DEE7, BFNS1	602235
20q13.33	Developmental and epileptic encephalopathy 33	AD	3	616409	EEF1A2, DEE33, MRD38	602959
21q22.11	Developmental and epileptic encephalopathy 53	AR	3	617389	SYNJ1, PARK20, DEE53	604297
21q22.13	Developmental and epileptic encephalopathy 55	AR	3	617599	PIGP, DSCR5, DEE55	605938
21q22.3	Developmental and epileptic encephalopathy 30	AD	3	616341	SIK1, SNF1LK, MSK, DEE30	605705
Xp22.2	Multiple congenital anomalies-hypotonia-seizures syndrome 2	XLR	3	300868	PIGA, PNH1, MCAHS2, NEDEPH	311770
Xp22.13	Developmental and epileptic encephalopathy 2	XLD	3	300672	CDKL5, STK9, ISSX, DEE2	300203
Xp21.3	Developmental and epileptic encephalopathy 1	XLR	3	308350	ARX, ISSX, PRTS, MRXS1, MRX36, MRX54, MRX43, MRX87, MRX29, MRX32	300382
Xp11.23	Congenital disorder of glycosylation, type IIm	SMo, XLD	3	300896	SLC35A2, UGALT, UGTL, UGT2, CDGX, CDG2M	314375
Xp11.22	Developmental and epileptic encephalopathy 85, with or without midline brain defects	XLD	3	301044	SMC1A, SMC1L1, SMC1, DXS423E, KIAA0178, CDLS2, DEE85	300040
Xq11.1	Developmental and epileptic encephalopathy 8	XL	3	300607	ARHGEF9, PEM2, KIAA0424, DEE8	300429
Xq22.1	Developmental and epileptic encephalopathy 9	XL	3	300088	PCDH19, KIAA1313, EFMR, DEE9	300460
Xq23	Developmental and epileptic encephalopathy 36	XL	3	300884	ALG13, GLT28D1, CDG1S, DEE36	300776
Xq26.3-q27.1	Developmental and epileptic encephalopathy 90	XLD, XLR	3	301058	FGF13, FGF2, DEE90	300070




Phenotype Mapping Key
1 - The disorder is placed on the map due to its association with a gene, but the underlying defect is not known.
2 - The disorder was placed on the map by statistical methods.
3 - The molecular basis of the disorder is known.
4 - A contiguous gene duplication or deletion syndrome in which multiple genes are involved.


Inheritance Abbreviations
?AD	?Autosomal dominant
?XLR	?X-linked recessive
AD	Autosomal dominant
AR	Autosomal recessive
PD	Pseudoautosomal dominant
PR	Pseudoautosomal recessive
DD	Digenic dominant
DR	Digenic recessive
ICB	Inherited chromosomal imbalance
IC	Isolated cases
Mi	Mitochondrial
Mu	Multifactorial
SMo	Somatic mosaicism
SMu	Somatic mutation
XL	X-linked
XLD	X-linked dominant
XLR	X-linked recessive
YL	Y-linked



