Phenotypic Series  - PS156200
Downloaded:	Nov 23, 2022
Copyright (c) 1966-2022 Johns Hopkins University OMIM, data are provided for research purposes only.


Intellectual developmental disorder, autosomal dominant - PS156200 - 64 Entries
Location	Phenotype	Inheritance	Phenotype mapping key	Phenotype MIM number	Gene/Locus	Gene/Locus MIM number
16q22.1	Intellectual developmental disorder, autosomal dominant 21	AD	3	615502	CTCF, MRD21	604167
16q24.3	Intellectual developmental disorder, autosomal dominant 3	AD	3	612580	CDH15, CDH14, CDH3, MRD3	114019
17p13.1	Intellectual developmental disorder, autosomal dominant 62	AD	3	618793	DLG4, PSD95, SAP90, MRD62	602887
17q21.2	Coffin-Siris syndrome 5	AD	3	616938	SMARCE1, BAF57, CSS5	603111
17q21.31	Koolen-De Vries syndrome	AD	3	610443	KANSL1, KIAA1267, MSL1V1, KDVS	612452
17q23.1	Intellectual developmental disorder, autosomal dominant 56	AD	3	617854	CLTC, MRD56	118955
17q23.2	Intellectual developmental disorder, autosomal dominant 61	AD	3	618009	MED13, THRAP1, TRAP240, MRD61	603808
17q23.2	Intellectual developmental disorder, autosomal dominant 57	AD	3	618050	TLK2, MRD57	608439
18q12.3	Intellectual developmental disorder, autosomal dominant 29	AD	3	616078	SETBP1, KIAA0437, SEB, MRD29	611060
19p13.3	Intellectual developmental disorder, autosomal dominant 65	AD	3	619320	KDM4B, JMJD2B, KIAA0876, MRD65	609765
19p13.2	Coffin-Siris syndrome 4	AD	3	614609	SMARCA4, BRG1, RTPS2, MRD16, CSS4	603254
19q13.12	Intellectual developmental disorder, autosomal dominant 68	AD	3	619934	KMT2B, MLL4, KIAA0304, DYT28, MRD68	606834
19q13.2	Intellectual developmental disorder, autosomal dominant 45	AD	3	617600	CIC, KIAA0306, MRD45	612082
19q13.41	Intellectual developmental disorder, autosomal dominant 36	AD	3	616362	PPP2R1A, MRD36	605983
20q11.23	?Intellectual developmental disorder, autosomal dominant 11	AD	3	614257	EPB41L1, MRD11	602879
20q13.33	Intellectual developmental disorder, autosomal dominant 38	AD	3	616393	EEF1A2, DEE33, MRD38	602959
21q22.13	Intellectual developmental disorder, autosomal dominant 7	AD	3	614104	DYRK1A, MNBH, MNB, MRD7	600855
22q11.23	Coffin-Siris syndrome 3	AD	3	614608	SMARCB1, SNF5, INI1, RDT, RTPS1, MRD15, SWNTS1, CSS3	601607
22q12.3	?Intellectual developmental disorder, autosomal dominant 10	AD	3	614256	CACNG2, MRD10	602911




Phenotype Mapping Key
1 - The disorder is placed on the map due to its association with a gene, but the underlying defect is not known.
2 - The disorder was placed on the map by statistical methods.
3 - The molecular basis of the disorder is known.
4 - A contiguous gene duplication or deletion syndrome in which multiple genes are involved.


Inheritance Abbreviations
?AD	?Autosomal dominant
?XLR	?X-linked recessive
AD	Autosomal dominant
AR	Autosomal recessive
PD	Pseudoautosomal dominant
PR	Pseudoautosomal recessive
DD	Digenic dominant
DR	Digenic recessive
ICB	Inherited chromosomal imbalance
IC	Isolated cases
Mi	Mitochondrial
Mu	Multifactorial
SMo	Somatic mosaicism
SMu	Somatic mutation
XL	X-linked
XLD	X-linked dominant
XLR	X-linked recessive
YL	Y-linked



