Phenotypic Series  - PS258150
Downloaded:	Nov 23, 2022
Copyright (c) 1966-2022 Johns Hopkins University OMIM, data are provided for research purposes only.


Spermatogenic failure - PS258150 - 84 Entries
Location	Phenotype	Inheritance	Phenotype mapping key	Phenotype MIM number	Gene/Locus	Gene/Locus MIM number
7q36.1	Spermatogenic failure 50	AR	3	619145	XRCC2, FANCU, SPGF50, POF17	600375
8p12	Spermatogenic failure 25	AR	3	617960	TEX15, SPGF25	605795
8q22.2	Spermatogenic failure 64	AR	3	619696	FBXO43, EMI2, ERP1, FBX43, SPGF64, OOMD12	609110
9p21.2	Spermatogenic failure 58	AR	3	619585	IFT74, CCDC2, CMG1, BBS22, JBTS40, SPGF58	608040
9q31.3	Spermatogenic failure 75	AR	3	619949	SHOC1, C9orf84, ZIP2, SPGF75	618038
9q33.3	Spermatogenic failure 8	AD	3	613957	NR5A1, FTZF1, FTZ1, SF1, AD4BP, POF7, SRXY3, SPGF8, SRXX4	184757
9q34.3	Spermatogenic failure 32	AD	3	618115	SOHLH1, NOHLH, TEB2, ODG5, SPGF32	610224
10q22.2	?Spermatogenic failure 41	AR	3	618670	CFAP70, TTC18, SPGF41	618661
10q25.1	Spermatogenic failure 19	AR	3	617592	CFAP43, WDR96, C10orf79, SPGF19, HYDNP1	617558
10q25.1	Spermatogenic failure 49	AR	3	619144	CFAP58, SPGF49	619129
10q26.11	Spermatogenic failure 12	AD	3	615413	NANOS1, NOS1, SPGF12	608226
10q26.3	?Spermatogenic failure 15	AR	3	616950	SYCE1, POF12, SPGF15	611486
11p15.4	Spermatogenic failure 65	AR	3	619712	DHND1, FLJ00251, SPGF65	617277
11p14.1	Spermatogenic failure 76	AR	3	620084	CCDC34, SPGF76	612324
11q13.1	Spermatogenic failure 7	AR	3	612997	CATSPER1, CATSPER, SPGF7	606389
12p12.3	Spermatogenic failure 17	AR	3	617214	PLCZ1, SPGF17	608075
12q14.2	Spermatogenic failure 9	AR	3	613958	DPY19L2, SPGF9	613893
12q23.2	Spermatogenic failure 4	AD	3	270960	SYCP3, SCP3, COR1, SPGF4, RPRGL4	604759
12q23.2	Pregnancy loss, recurrent, 4	AD	3	270960	SYCP3, SCP3, COR1, SPGF4, RPRGL4	604759
12q24.31	Spermatogenic failure 33	AR	3	618152	WDR66, CFAP251, SPGF33	618146
12q24.31	?Spermatogenic failure 67	AR	3	619803	CCDC62, ERAP75, SPGF67	613481
12q24.31	Spermatogenic failure 56	AR	3	619515	DNAH10, SPGF56	605884
13q32.1	Spermatogenic failure 47	AR	3	619102	DZIP1, KIAA0996, SPGF47, MVP3	608671
14q13.2	Spermatogenic failure 36	AD	3	618420	PPP2R3C, G5PR, MEGD, SPGF36	615902
14q21.2	Spermatogenic failure 28	AR	3	618086	FANCM, KIAA1596, SPGF28, POF15	609644
14q21.2	?Spermatogenic failure 63	AR	3	619689	RPL10L, SPGF63	619655
14q23.1	Spermatogenic failure 52	AR	3	619202	C14orf39, SIX6OS1, SPGF52, POF18	617307
14q32.2	?Spermatogenic failure 27	AR	3	617965	AK7, SPGF27	615364
14q32.33	?Spermatogenic failure 30	AR	3	618110	TDRD9, C14orf75, HLS, SPNE, SPGF30	617963
15q21.1	?Spermatogenic failure 59	AR	3	619645	TERB2, C15orf43, SPGF59	617131
16p13.3	?Spermatogenic failure 22	AR	3	617706	MEIOB, SPGF22	617670
16p13.3	Spermatogenic failure 10	AD	3	614822	SEPT12, SPGF10	611562
16q22.1	Spermatogenic failure 60	AR	3	619646	TERB1, CCDC79, SPGF60	617332
16q22.2	Spermatogenic failure 31	AR	3	618112	PMFBP1, STAP, SPGF31	618085
17p13.2	?Spermatogenic failure 14	AR	3	615842	ZMYND15, SPGF14	614312
17p13.1	Spermatogenic failure 45	AR	3	619094	DNAH2, DNAHC2, SPGF45	603333
17p12	Spermatogenic failure 71	AR	3	619831	ZSWIM7, SWS1, SPGF71, ODG10	614535
17q21.2	Spermatogenic failure 11	AD	3	615081	KLHL10, SPGF11	608778
17q22	Spermatogenic failure 23	AR	3	617707	TEX14, SPGF23	605792
17q24.1	Spermatogenic failure 44	AR	3	619044	CEP112, CCDC46, MACOCO, SPGF44	618980
17q25.1	Spermatogenic failure 35	AR	3	618341	QRICH2, SPGF35	618304
17q25.3	Spermatogenic failure 39	AR	3	618643	DNAH17, DNEL2, SPGF39	610063
18q11.2	?Spermatogenic failure 13	AR	3	615841	TAF4B, TAF2C2, TAFII105, SPGF13	601689
19p13.2	Spermatogenic failure 53	AR	3	619258	ACTL9, SPGF53	619251
19q13.2	Spermatogenic failure 69	AR	3	619826	GGN	609966
19q13.43	Spermatogenic failure 5	AR	3	243060	AURKC, STK13, AIE2, SPGF5	603495
20q11.21	Spermatogenic failure 16	AR	3	617187	SUN5, TSARG4, SPAG4L, SPGF16	613942
20q13.33	Spermatogenic failure 1	AD	3	258150	SYCP2, SCP2, SPGF1	604105
22q13.33	?Spermatogenic failure 73	AR	3	619878	MOV10L1, SPGF73	605794
Xp21.1	Spermatogenic failure, X-linked 3	XLR	3	301059	CFAP47, CXorf22, SPGFX3	301057
Xq13.1	Spermatogenic failure, X-linked 2	XLR	3	309120	TEX11, SPGFX2	300311
Xq13.1	Spermatogenic failure, X-linked, 4	XL	3	301077	GCNA, ACRC, SPGFX4	300369
Yq11	Spermatogenic failure, Y-linked, 1	YL	4	400042	DELYq11, CYDELq11, SPGFY1	400042
Yq11.221	Spermatogenic failure, Y-linked, 2	YL	3	415000	USP9Y, DFFRY, SPGFY2	400005
Not Mapped	Spermatogenic failure, X-linked 1	XL		305700	SPGFX1	305700




Phenotype Mapping Key
1 - The disorder is placed on the map due to its association with a gene, but the underlying defect is not known.
2 - The disorder was placed on the map by statistical methods.
3 - The molecular basis of the disorder is known.
4 - A contiguous gene duplication or deletion syndrome in which multiple genes are involved.


Inheritance Abbreviations
?AD	?Autosomal dominant
?XLR	?X-linked recessive
AD	Autosomal dominant
AR	Autosomal recessive
PD	Pseudoautosomal dominant
PR	Pseudoautosomal recessive
DD	Digenic dominant
DR	Digenic recessive
ICB	Inherited chromosomal imbalance
IC	Isolated cases
Mi	Mitochondrial
Mu	Multifactorial
SMo	Somatic mosaicism
SMu	Somatic mutation
XL	X-linked
XLD	X-linked dominant
XLR	X-linked recessive
YL	Y-linked



