Phenotypic Series  - PS268000
Downloaded:	Nov 23, 2022
Copyright (c) 1966-2022 Johns Hopkins University OMIM, data are provided for research purposes only.


Retinitis pigmentosa - PS268000 - 98 Entries
Location	Phenotype	Inheritance	Phenotype mapping key	Phenotype MIM number	Gene/Locus	Gene/Locus MIM number
6p24.2	Retinitis pigmentosa 62	AR	3	614181	MAK, RP62	154235
6p21.31	Retinitis pigmentosa 14	AR	3	600132	TULP1, RP14, LCA15	602280
6p21.1	Retinitis pigmentosa 48		3	613827	GUCA1B, GCAP2, GUCA2, RP48	602275
6p21.1	Retinitis pigmentosa 7 and digenic form	AD, AR, DD	3	608133	PRPH2, DS, RP7, PRPH, AVMD, AOFMD, CACD2, MDBS1	179605
6p21.1	Leber congenital amaurosis 18	AD, AR, DD	3	608133	PRPH2, DS, RP7, PRPH, AVMD, AOFMD, CACD2, MDBS1	179605
6q12	Retinitis pigmentosa 25	AR	3	602772	EYS, RP25	612424
6q14.1	Retinitis pigmentosa 91	AD	3	153870	IMPG1, IPM150, VMD4, RP91	602870
6q23	Retinitis pigmentosa 63	AD	2	614494	RP63	614494
7p21.1	?Retinitis pigmentosa 85	AR	3	618345	AHR, RP85	600253
7p15.3	Retinitis pigmentosa 42	AD	3	612943	KLHL7, RP42, PERCHING	611119
7p14.3	?Retinitis pigmentosa 9	AD	3	180104	RP9, PAP1	607331
7q32.1	Retinitis pigmentosa 10	AD	3	180105	IMPDH1, RP10, LCA11	146690
7q34	Retinitis pigmentosa 86	AR	3	618613	KIAA1549, RP86	613344
8p23.1	Retinitis pigmentosa 88	AR	3	618826	RP1L1, OCMD, RP88	608581
8p11.21-p11.1	Retinitis pigmentosa 73	AR	3	616544	HGSNAT, TMEM76, MPS3C, RP73	610453
8q11.23-q12.1	Retinitis pigmentosa 1	AD, AR	3	180100	RP1, ORP1	603937
8q22.1	Cone-rod dystrophy 16	AR	3	614500	CFAP418, C8orf37, CORD16, RP64, BBS21	614477
8q22.1	Retinitis pigmentosa 64	AR	3	614500	CFAP418, C8orf37, CORD16, RP64, BBS21	614477
9p21.1	Retinitis pigmentosa 31		3	609923	TOPORS, P53BP3, LUN, RP31	609507
9q32	Retinitis pigmentosa 70	AD	3	615922	PRPF4, PRP4, HPRP4, RP70	607795
10q11.22	?Retinitis pigmentosa 66	AR	3	615233	RBP3, RP66	180290
10q22.1	Retinitis pigmentosa 92	AR	3	619614	HKDC1, RP92	617221
10q22.1	Retinitis pigmentosa 79	AD	3	617460	HK1, HKD, HMSNR, RP79, NEDVIBA	142600
10q23.1	Retinitis pigmentosa 65	AR	3	613660	CDHR1, PCDH21, PRCAD, CORD15, RP65	609502
10q23.1	Cone-rod dystrophy 15	AR	3	613660	CDHR1, PCDH21, PRCAD, CORD15, RP65	609502
10q23.1	Retinitis pigmentosa 44		3	613769	RGR, RP44	600342
10q24.32	Retinitis pigmentosa 83	AD	3	618173	ARL3, ARFL3, JBTS35, RP83	604695
11p11.2	Retinitis pigmentosa 72	AR	3	616469	ZNF408, EVR6, RP72	616454
11q12.3	Retinitis pigmentosa, concentric		3	613194	BEST1, VMD2, ARB, RP50	607854
11q12.3	Retinitis pigmentosa-50		3	613194	BEST1, VMD2, ARB, RP50	607854
11q12.3	Retinitis pigmentosa 7, digenic form	AD, AR, DD	3	608133	ROM1, ROSP1, RP7	180721
14q11.2-q12	Retinitis pigmentosa 27	AD	3	613750	NRL, D14S46E, RP27	162080
14q24.1	Leber congenital amaurosis 13	AD, AR	3	612712	RDH12, LCA13	608830
14q24.3	?Retinitis pigmentosa 81	AR	3	617871	IFT43, C14orf179, CED3, SRTD18, RP81	614068
14q31.3	Retinitis pigmentosa 94, variable age at onset, autosomal recessive	AR	3	604232	SPATA7, HSD3, LCA3, RP94	609868
14q31.3	Leber congenital amaurosis 3	AR	3	604232	SPATA7, HSD3, LCA3, RP94	609868
14q31.3	?Retinitis pigmentosa 51	AR	3	613464	TTC8, BBS8, RP51	608132
15q23	Retinitis pigmentosa 37	AD, AR	3	611131	NR2E3, PNR, ESCS, RP37	604485
15q25.1	Retinitis pigmentosa 90	AR	3	619007	IDH3A, RP90	601149
16p13.3	Retinitis pigmentosa 80	AR	3	617781	IFT140, KIAA0590, SRTD9, MZSDS, RP80	614620
16p12.3-p12.1	Retinitis pigmentosa 22		2	602594	RP22	602594
16q13	Retinitis pigmentosa 74	AR	3	616562	BBS2, RP74	606151
16q13	Retinitis pigmentosa with or without situs inversus	AR	3	615434	ARL2BP, BART	615407
16q21	Retinitis pigmentosa 45	AR	3	613767	CNGB1, CNCG3L, CNCG2, RP45	600724
16q22.2	Retinitis pigmentosa 84	AR	3	618220	DHX38, DDX38, PRP16, RP84	605584
17p13.3	Retinitis pigmentosa 13	AD	3	600059	PRPF8, PRPC8, RP13	607300
17q23.2	Retinitis pigmentosa 17	AD	4	600852	RP17	600852
17q25.1	Retinitis pigmentosa 36		3	610599	PRCD, RP36	610598
17q25.3	Retinitis pigmentosa 30		3	607921	FSCN2, RFSN, RP30	607643
17q25.3	Retinitis pigmentosa 57	AR	3	613582	PDE6G, PDEG, RP57	180073
19p13.3	Retinitis pigmentosa 77	AR	3	617304	REEP6, DP1L1, TB2L1, C19orf32, RP77	609346
19p13.3	Retinitis pigmentosa 95	AR	3	620102	RAX2, RAXL1, QRX, CORD11, ARMD6, RP95	610362
19p13.2	Retinitis pigmentosa 78	AR	3	617433	ARHGEF18, KIAA0521, RP78	616432
19q13.42	Retinitis pigmentosa 11	AD	3	600138	PRPF31, PRP31, RP11	606419
20p13	Retinitis pigmentosa 46	AR	3	612572	IDH3B, RP46	604526
20p11.23	Retinitis pigmentosa 69	AR	3	615780	KIZ, KIZUNA, C20orf19, RP69	615757
20q11.21	Retinitis pigmentosa 89	AD	3	618955	KIF3B, KIAA0359, RP89	603754
20q13.33	Retinitis pigmentosa 60	AD	3	613983	PRPF6, PRP6, ANT1, TOM, C20orf14	613979
Xp22.2	?Retinitis pigmentosa 23	XLR	3	300424	OFD1, CXorf5, SGBS2, JBTS10, RP23	300170
Xp21.3-p21.2	?Retinitis pigmentosa, X-linked recessive, 6	XL	2	312612	RP6	312612
Xp11.4	Retinitis pigmentosa 3		3	300029	RPGR, RP3, CRD, RP15, COD1, CORDX1	312610
Xp11.3	Retinitis pigmentosa 2	XL	3	312600	RP2	300757
Xq26-q27	Retinitis pigmentosa 24		2	300155	RP24	300155
Xq28	Retinitis pigmentosa 34		2	300605	RP34	300605
Chr.Y	Retinitis pigmentosa, Y-linked	YL	2	400004	RPY	400004
Not Mapped	Retinitis pigmentosa	AR		268000	RP	268000




Phenotype Mapping Key
1 - The disorder is placed on the map due to its association with a gene, but the underlying defect is not known.
2 - The disorder was placed on the map by statistical methods.
3 - The molecular basis of the disorder is known.
4 - A contiguous gene duplication or deletion syndrome in which multiple genes are involved.


Inheritance Abbreviations
?AD	?Autosomal dominant
?XLR	?X-linked recessive
AD	Autosomal dominant
AR	Autosomal recessive
PD	Pseudoautosomal dominant
PR	Pseudoautosomal recessive
DD	Digenic dominant
DR	Digenic recessive
ICB	Inherited chromosomal imbalance
IC	Isolated cases
Mi	Mitochondrial
Mu	Multifactorial
SMo	Somatic mosaicism
SMu	Somatic mutation
XL	X-linked
XLD	X-linked dominant
XLR	X-linked recessive
YL	Y-linked



